Concentration,Time_min,RFU_Interpolated,Concentration [μM]
20.0 ug/mL,17.6,8691069.46422,20.0
20.0 ug/mL,17.62,8691069.46422,20.0
20.0 ug/mL,17.64,8691069.46422,20.0
20.0 ug/mL,17.66,8691069.46422,20.0
20.0 ug/mL,17.68,8691069.46422,20.0
20.0 ug/mL,17.7,8691069.46422,20.0
20.0 ug/mL,17.72,8691069.46422,20.0
20.0 ug/mL,17.740000000000002,8691069.46422,20.0
20.0 ug/mL,17.76,8691069.46422,20.0
20.0 ug/mL,17.78,8691069.46422,20.0
20.0 ug/mL,17.8,8691069.46422,20.0
20.0 ug/mL,17.82,8691069.46422,20.0
20.0 ug/mL,17.84,8691069.46422,20.0
20.0 ug/mL,17.86,8691069.46422,20.0
20.0 ug/mL,17.88,8691069.46422,20.0
20.0 ug/mL,17.900000000000002,8691069.46422,20.0
20.0 ug/mL,17.92,8691069.46422,20.0
20.0 ug/mL,17.94,8691069.46422,20.0
20.0 ug/mL,17.96,8691069.46422,20.0
20.0 ug/mL,17.98,8691069.46422,20.0
20.0 ug/mL,18.0,8691069.46422,20.0
20.0 ug/mL,18.02,8691069.46422,20.0
20.0 ug/mL,18.04,8691069.46422,20.0
20.0 ug/mL,18.06,8691069.46422,20.0
20.0 ug/mL,18.080000000000002,8691069.46422,20.0
20.0 ug/mL,18.1,8691069.46422,20.0
20.0 ug/mL,18.12,8691069.46422,20.0
20.0 ug/mL,18.14,8691069.46422,20.0
20.0 ug/mL,18.16,8691069.46422,20.0
20.0 ug/mL,18.18,8691069.46422,20.0
20.0 ug/mL,18.2,8691069.46422,20.0
20.0 ug/mL,18.22,8691069.46422,20.0
20.0 ug/mL,18.240000000000002,8691069.46422,20.0
20.0 ug/mL,18.26,8691069.46422,20.0
20.0 ug/mL,18.28,8691069.46422,20.0
20.0 ug/mL,18.3,8691069.46422,20.0
20.0 ug/mL,18.32,8691069.46422,20.0
20.0 ug/mL,18.34,8691069.46422,20.0
20.0 ug/mL,18.36,8691069.46422,20.0
20.0 ug/mL,18.38,8691069.46422,20.0
20.0 ug/mL,18.400000000000002,8691069.46422,20.0
20.0 ug/mL,18.42,8691069.46422,20.0
20.0 ug/mL,18.44,8691069.46422,20.0
20.0 ug/mL,18.46,8691069.46422,20.0
20.0 ug/mL,18.48,8691069.46422,20.0
20.0 ug/mL,18.5,8691069.46422,20.0
20.0 ug/mL,18.52,8691069.46422,20.0
20.0 ug/mL,18.54,8691069.46422,20.0
20.0 ug/mL,18.56,8691069.46422,20.0
20.0 ug/mL,18.580000000000002,8691069.46422,20.0
20.0 ug/mL,18.6,8691069.46422,20.0
20.0 ug/mL,18.62,8691069.46422,20.0
20.0 ug/mL,18.64,8691069.46422,20.0
20.0 ug/mL,18.66,8691069.46422,20.0
20.0 ug/mL,18.68,8691069.46422,20.0
20.0 ug/mL,18.7,8691069.46422,20.0
20.0 ug/mL,18.72,8691069.46422,20.0
20.0 ug/mL,18.740000000000002,8691069.46422,20.0
20.0 ug/mL,18.76,8691069.46422,20.0
20.0 ug/mL,18.78,8691069.46422,20.0
20.0 ug/mL,18.8,8691069.46422,20.0
20.0 ug/mL,18.82,8691069.46422,20.0
20.0 ug/mL,18.84,8691069.46422,20.0
20.0 ug/mL,18.86,8691069.46422,20.0
20.0 ug/mL,18.88,8691069.46422,20.0
20.0 ug/mL,18.900000000000002,8691069.46422,20.0
20.0 ug/mL,18.92,8691069.46422,20.0
20.0 ug/mL,18.94,8691069.46422,20.0
20.0 ug/mL,18.96,8691069.46422,20.0
20.0 ug/mL,18.98,8691069.46422,20.0
20.0 ug/mL,19.0,8691069.46422,20.0
20.0 ug/mL,19.02,8691069.46422,20.0
20.0 ug/mL,19.04,8691069.46422,20.0
20.0 ug/mL,19.06,8691069.46422,20.0
20.0 ug/mL,19.080000000000002,8691069.46422,20.0
20.0 ug/mL,19.1,8691069.46422,20.0
20.0 ug/mL,19.12,8691069.46422,20.0
20.0 ug/mL,19.14,8691069.46422,20.0
20.0 ug/mL,19.16,8691069.46422,20.0
20.0 ug/mL,19.18,8691069.46422,20.0
20.0 ug/mL,19.2,8691069.46422,20.0
20.0 ug/mL,19.22,8691069.46422,20.0
20.0 ug/mL,19.240000000000002,8691069.46422,20.0
20.0 ug/mL,19.26,8691069.46422,20.0
20.0 ug/mL,19.28,8691069.46422,20.0
20.0 ug/mL,19.3,8691069.46422,20.0
20.0 ug/mL,19.32,8691069.46422,20.0
20.0 ug/mL,19.34,8691069.46422,20.0
20.0 ug/mL,19.36,8691069.46422,20.0
20.0 ug/mL,19.38,8691069.46422,20.0
20.0 ug/mL,19.400000000000002,8691069.46422,20.0
20.0 ug/mL,19.42,8691069.46422,20.0
20.0 ug/mL,19.44,8691069.46422,20.0
20.0 ug/mL,19.46,8691069.46422,20.0
20.0 ug/mL,19.48,8691069.46422,20.0
20.0 ug/mL,19.5,8691069.46422,20.0
20.0 ug/mL,19.52,8691069.46422,20.0
20.0 ug/mL,19.54,8691069.46422,20.0
20.0 ug/mL,19.56,8691069.46422,20.0
20.0 ug/mL,19.580000000000002,8691069.46422,20.0
20.0 ug/mL,19.6,8691069.46422,20.0
20.0 ug/mL,19.62,8691069.46422,20.0
20.0 ug/mL,19.64,8691069.46422,20.0
20.0 ug/mL,19.66,8691069.46422,20.0
20.0 ug/mL,19.68,8691069.46422,20.0
20.0 ug/mL,19.7,8691069.46422,20.0
20.0 ug/mL,19.72,8691069.46422,20.0
20.0 ug/mL,19.740000000000002,8691069.46422,20.0
20.0 ug/mL,19.76,8691069.46422,20.0
20.0 ug/mL,19.78,8691069.46422,20.0
20.0 ug/mL,19.8,8691069.46422,20.0
20.0 ug/mL,19.82,8691069.46422,20.0
20.0 ug/mL,19.84,8691069.46422,20.0
20.0 ug/mL,19.86,8691069.46422,20.0
20.0 ug/mL,19.88,8691069.46422,20.0
20.0 ug/mL,19.900000000000002,8691069.46422,20.0
20.0 ug/mL,19.92,8691069.46422,20.0
20.0 ug/mL,19.94,8691069.46422,20.0
20.0 ug/mL,19.96,8691069.46422,20.0
20.0 ug/mL,19.98,8691069.46422,20.0
20.0 ug/mL,20.0,8691069.46422,20.0
40.0 ug/mL,0.0,11814000.0,40.0
40.0 ug/mL,0.02,11814000.0,40.0
40.0 ug/mL,0.04,11814000.0,40.0
40.0 ug/mL,0.06,11814000.0,40.0
40.0 ug/mL,0.08,11814000.0,40.0
40.0 ug/mL,0.1,11814000.0,40.0
40.0 ug/mL,0.12,11814000.0,40.0
40.0 ug/mL,0.14,11814000.0,40.0
40.0 ug/mL,0.16,11814000.0,40.0
40.0 ug/mL,0.18,11814000.0,40.0
40.0 ug/mL,0.2,11814000.0,40.0
40.0 ug/mL,0.22,11814000.0,40.0
40.0 ug/mL,0.24,11814000.0,40.0
40.0 ug/mL,0.26,11814000.0,40.0
40.0 ug/mL,0.28,11814000.0,40.0
40.0 ug/mL,0.3,11814000.0,40.0
40.0 ug/mL,0.32,11814000.0,40.0
40.0 ug/mL,0.34,11814000.0,40.0
40.0 ug/mL,0.36,11814000.0,40.0
40.0 ug/mL,0.38,11814000.0,40.0
40.0 ug/mL,0.4,11814000.0,40.0
40.0 ug/mL,0.42,11814000.0,40.0
40.0 ug/mL,0.44,11814000.0,40.0
40.0 ug/mL,0.46,11814000.0,40.0
40.0 ug/mL,0.48,11814000.0,40.0
40.0 ug/mL,0.5,11814000.0,40.0
40.0 ug/mL,0.52,11814000.0,40.0
40.0 ug/mL,0.54,11814000.0,40.0
40.0 ug/mL,0.56,11814000.0,40.0
40.0 ug/mL,0.58,11814000.0,40.0
40.0 ug/mL,0.6,11814000.0,40.0
40.0 ug/mL,0.62,11814000.0,40.0
40.0 ug/mL,0.64,11814000.0,40.0
40.0 ug/mL,0.66,11814000.0,40.0
40.0 ug/mL,0.68,11814000.0,40.0
40.0 ug/mL,0.7000000000000001,11814000.0,40.0
40.0 ug/mL,0.72,11814000.0,40.0
40.0 ug/mL,0.74,11814000.0,40.0
40.0 ug/mL,0.76,11814000.0,40.0
40.0 ug/mL,0.78,11814000.0,40.0
40.0 ug/mL,0.8,11814000.0,40.0
40.0 ug/mL,0.8200000000000001,11814000.0,40.0
40.0 ug/mL,0.84,11814000.0,40.0
40.0 ug/mL,0.86,11814000.0,40.0
40.0 ug/mL,0.88,11814000.0,40.0
40.0 ug/mL,0.9,11814000.0,40.0
40.0 ug/mL,0.92,11814000.0,40.0
40.0 ug/mL,0.9400000000000001,11814000.0,40.0
40.0 ug/mL,0.96,11814000.0,40.0
40.0 ug/mL,0.98,11814000.0,40.0
40.0 ug/mL,1.0,11814000.0,40.0
40.0 ug/mL,1.02,11814000.0,40.0
40.0 ug/mL,1.04,11814000.0,40.0
40.0 ug/mL,1.06,11814000.0,40.0
40.0 ug/mL,1.08,11814000.0,40.0
40.0 ug/mL,1.1,11814000.0,40.0
40.0 ug/mL,1.12,11814000.0,40.0
40.0 ug/mL,1.1400000000000001,11814000.0,40.0
40.0 ug/mL,1.16,11814000.0,40.0
40.0 ug/mL,1.18,11814000.0,40.0
40.0 ug/mL,1.2,11814000.0,40.0
40.0 ug/mL,1.22,11814000.0,40.0
40.0 ug/mL,1.24,11814000.0,40.0
40.0 ug/mL,1.26,11814000.0,40.0
40.0 ug/mL,1.28,11814000.0,40.0
40.0 ug/mL,1.3,11814000.0,40.0
40.0 ug/mL,1.32,11814000.0,40.0
40.0 ug/mL,1.34,11814000.0,40.0
40.0 ug/mL,1.36,11814000.0,40.0
40.0 ug/mL,1.3800000000000001,11814000.0,40.0
40.0 ug/mL,1.4000000000000001,11814000.0,40.0
40.0 ug/mL,1.42,11814000.0,40.0
40.0 ug/mL,1.44,11814000.0,40.0
40.0 ug/mL,1.46,11814000.0,40.0
40.0 ug/mL,1.48,11814000.0,40.0
40.0 ug/mL,1.5,11814000.0,40.0
40.0 ug/mL,1.52,11814000.0,40.0
40.0 ug/mL,1.54,11814000.0,40.0
40.0 ug/mL,1.56,11814000.0,40.0
40.0 ug/mL,1.58,11814000.0,40.0
40.0 ug/mL,1.6,11814000.0,40.0
40.0 ug/mL,1.62,11814000.0,40.0
40.0 ug/mL,1.6400000000000001,11814000.0,40.0
40.0 ug/mL,1.6600000000000001,11814000.0,40.0
40.0 ug/mL,1.68,11814000.0,40.0
40.0 ug/mL,1.7,11814000.0,40.0
40.0 ug/mL,1.72,11814000.0,40.0
40.0 ug/mL,1.74,11814000.0,40.0
40.0 ug/mL,1.76,11814000.0,40.0
40.0 ug/mL,1.78,11814000.0,40.0
40.0 ug/mL,1.8,11814000.0,40.0
40.0 ug/mL,1.82,11814000.0,40.0
40.0 ug/mL,1.84,11814000.0,40.0
40.0 ug/mL,1.86,11814000.0,40.0
40.0 ug/mL,1.8800000000000001,11814000.0,40.0
40.0 ug/mL,1.9000000000000001,11814000.0,40.0
40.0 ug/mL,1.92,11814000.0,40.0
40.0 ug/mL,1.94,11814000.0,40.0
40.0 ug/mL,1.96,11814000.0,40.0
40.0 ug/mL,1.98,11814000.0,40.0
40.0 ug/mL,2.0,11814000.0,40.0
40.0 ug/mL,2.02,11814000.0,40.0
40.0 ug/mL,2.04,11814000.0,40.0
40.0 ug/mL,2.06,11814000.0,40.0
40.0 ug/mL,2.08,11814000.0,40.0
40.0 ug/mL,2.1,11814000.0,40.0
40.0 ug/mL,2.12,11814000.0,40.0
40.0 ug/mL,2.14,11814000.0,40.0
40.0 ug/mL,2.16,11814000.0,40.0
40.0 ug/mL,2.18,11814000.0,40.0
40.0 ug/mL,2.2,11814000.0,40.0
40.0 ug/mL,2.22,11814000.0,40.0
40.0 ug/mL,2.24,11814000.0,40.0
40.0 ug/mL,2.2600000000000002,11814000.0,40.0
40.0 ug/mL,2.2800000000000002,11814000.0,40.0
40.0 ug/mL,2.3000000000000003,11814000.0,40.0
40.0 ug/mL,2.32,11814000.0,40.0
40.0 ug/mL,2.34,11814000.0,40.0
40.0 ug/mL,2.36,11814000.0,40.0
40.0 ug/mL,2.38,11814000.0,40.0
40.0 ug/mL,2.4,11814000.0,40.0
40.0 ug/mL,2.42,11814000.0,40.0
40.0 ug/mL,2.44,11814000.0,40.0
40.0 ug/mL,2.46,11814000.0,40.0
40.0 ug/mL,2.48,11814000.0,40.0
40.0 ug/mL,2.5,11814000.0,40.0
40.0 ug/mL,2.52,11814000.0,40.0
40.0 ug/mL,2.54,11814000.0,40.0
40.0 ug/mL,2.56,11814000.0,40.0
40.0 ug/mL,2.58,11814000.0,40.0
40.0 ug/mL,2.6,11814000.0,40.0
40.0 ug/mL,2.62,11814000.0,40.0
40.0 ug/mL,2.64,11814000.0,40.0
40.0 ug/mL,2.66,11814000.0,40.0
40.0 ug/mL,2.68,11814000.0,40.0
40.0 ug/mL,2.7,11814000.0,40.0
40.0 ug/mL,2.72,11814000.0,40.0
40.0 ug/mL,2.74,11814000.0,40.0
40.0 ug/mL,2.7600000000000002,11814000.0,40.0
40.0 ug/mL,2.7800000000000002,11814000.0,40.0
40.0 ug/mL,2.8000000000000003,11814000.0,40.0
40.0 ug/mL,2.82,11814000.0,40.0
40.0 ug/mL,2.84,11814000.0,40.0
40.0 ug/mL,2.86,11814000.0,40.0
40.0 ug/mL,2.88,11814000.0,40.0
40.0 ug/mL,2.9,11814000.0,40.0
40.0 ug/mL,2.92,11814000.0,40.0
40.0 ug/mL,2.94,11814000.0,40.0
40.0 ug/mL,2.96,11814000.0,40.0
40.0 ug/mL,2.98,11814000.0,40.0
40.0 ug/mL,3.0,11814000.0,40.0
40.0 ug/mL,3.02,11814000.0,40.0
40.0 ug/mL,3.04,11814000.0,40.0
40.0 ug/mL,3.06,11814000.0,40.0
40.0 ug/mL,3.08,11814000.0,40.0
40.0 ug/mL,3.1,11814000.0,40.0
40.0 ug/mL,3.12,11814000.0,40.0
40.0 ug/mL,3.14,11814000.0,40.0
40.0 ug/mL,3.16,11814000.0,40.0
40.0 ug/mL,3.18,11814000.0,40.0
40.0 ug/mL,3.2,11814000.0,40.0
40.0 ug/mL,3.22,11814000.0,40.0
40.0 ug/mL,3.24,11814000.0,40.0
40.0 ug/mL,3.2600000000000002,11814000.0,40.0
40.0 ug/mL,3.2800000000000002,11814000.0,40.0
40.0 ug/mL,3.3000000000000003,11814000.0,40.0
40.0 ug/mL,3.3200000000000003,11814000.0,40.0
40.0 ug/mL,3.34,11814000.0,40.0
40.0 ug/mL,3.36,11814000.0,40.0
40.0 ug/mL,3.38,11814000.0,40.0
40.0 ug/mL,3.4,11814000.0,40.0
40.0 ug/mL,3.42,11814000.0,40.0
40.0 ug/mL,3.44,11814000.0,40.0
40.0 ug/mL,3.46,11814000.0,40.0
40.0 ug/mL,3.48,11814000.0,40.0
40.0 ug/mL,3.5,11814000.0,40.0
40.0 ug/mL,3.52,11814000.0,40.0
40.0 ug/mL,3.54,11814000.0,40.0
40.0 ug/mL,3.56,11814000.0,40.0
40.0 ug/mL,3.58,11814000.0,40.0
40.0 ug/mL,3.6,11814000.0,40.0
40.0 ug/mL,3.62,11814000.0,40.0
40.0 ug/mL,3.64,11814000.0,40.0
40.0 ug/mL,3.66,11814000.0,40.0
40.0 ug/mL,3.68,11814000.0,40.0
40.0 ug/mL,3.7,11814000.0,40.0
40.0 ug/mL,3.72,11814000.0,40.0
40.0 ug/mL,3.74,11814000.0,40.0
40.0 ug/mL,3.7600000000000002,11814000.0,40.0
40.0 ug/mL,3.7800000000000002,11814000.0,40.0
40.0 ug/mL,3.8000000000000003,11814000.0,40.0
40.0 ug/mL,3.8200000000000003,11814000.0,40.0
40.0 ug/mL,3.84,11814000.0,40.0
40.0 ug/mL,3.86,11814000.0,40.0
40.0 ug/mL,3.88,11814000.0,40.0
40.0 ug/mL,3.9,11814000.0,40.0
40.0 ug/mL,3.92,11814000.0,40.0
40.0 ug/mL,3.94,11814000.0,40.0
40.0 ug/mL,3.96,11814000.0,40.0
40.0 ug/mL,3.98,11814000.0,40.0
40.0 ug/mL,4.0,11814000.0,40.0
40.0 ug/mL,4.0200000000000005,11814000.0,40.0
40.0 ug/mL,4.04,11814000.0,40.0
40.0 ug/mL,4.0600000000000005,11814000.0,40.0
40.0 ug/mL,4.08,11814000.0,40.0
40.0 ug/mL,4.1,11814000.0,40.0
40.0 ug/mL,4.12,11814000.0,40.0
40.0 ug/mL,4.14,11814000.0,40.0
40.0 ug/mL,4.16,11814000.0,40.0
40.0 ug/mL,4.18,11814000.0,40.0
40.0 ug/mL,4.2,11814000.0,40.0
40.0 ug/mL,4.22,11814000.0,40.0
40.0 ug/mL,4.24,11814000.0,40.0
40.0 ug/mL,4.26,11814000.0,40.0
40.0 ug/mL,4.28,11814000.0,40.0
40.0 ug/mL,4.3,11814000.0,40.0
40.0 ug/mL,4.32,11814000.0,40.0
40.0 ug/mL,4.34,11814000.0,40.0
40.0 ug/mL,4.36,11814000.0,40.0
40.0 ug/mL,4.38,11814000.0,40.0
40.0 ug/mL,4.4,11814000.0,40.0
40.0 ug/mL,4.42,11814000.0,40.0
40.0 ug/mL,4.44,11814000.0,40.0
40.0 ug/mL,4.46,11814000.0,40.0
40.0 ug/mL,4.48,11814000.0,40.0
40.0 ug/mL,4.5,11814000.0,40.0
40.0 ug/mL,4.5200000000000005,11814000.0,40.0
40.0 ug/mL,4.54,11814000.0,40.0
40.0 ug/mL,4.5600000000000005,11814000.0,40.0
40.0 ug/mL,4.58,11814000.0,40.0
40.0 ug/mL,4.6000000000000005,11814000.0,40.0
40.0 ug/mL,4.62,11814000.0,40.0
40.0 ug/mL,4.64,11814000.0,40.0
40.0 ug/mL,4.66,11814000.0,40.0
40.0 ug/mL,4.68,11814000.0,40.0
40.0 ug/mL,4.7,11814000.0,40.0
40.0 ug/mL,4.72,11814000.0,40.0
40.0 ug/mL,4.74,11814000.0,40.0
40.0 ug/mL,4.76,11814000.0,40.0
40.0 ug/mL,4.78,11814000.0,40.0
40.0 ug/mL,4.8,11814000.0,40.0
40.0 ug/mL,4.82,11814000.0,40.0
40.0 ug/mL,4.84,11814000.0,40.0
40.0 ug/mL,4.86,11814000.0,40.0
40.0 ug/mL,4.88,11814000.0,40.0
40.0 ug/mL,4.9,11814000.0,40.0
40.0 ug/mL,4.92,11814000.0,40.0
40.0 ug/mL,4.94,11814000.0,40.0
40.0 ug/mL,4.96,11814000.0,40.0
40.0 ug/mL,4.98,11814000.0,40.0
40.0 ug/mL,5.0,11814000.0,40.0
40.0 ug/mL,5.0200000000000005,11814000.0,40.0
40.0 ug/mL,5.04,11814000.0,40.0
40.0 ug/mL,5.0600000000000005,11814000.0,40.0
40.0 ug/mL,5.08,11814000.0,40.0
40.0 ug/mL,5.1000000000000005,11814000.0,40.0
40.0 ug/mL,5.12,11814000.0,40.0
40.0 ug/mL,5.14,11814000.0,40.0
40.0 ug/mL,5.16,11814000.0,40.0
40.0 ug/mL,5.18,11814000.0,40.0
40.0 ug/mL,5.2,11814000.0,40.0
40.0 ug/mL,5.22,11814000.0,40.0
40.0 ug/mL,5.24,11814000.0,40.0
40.0 ug/mL,5.26,11814000.0,40.0
40.0 ug/mL,5.28,11814000.0,40.0
40.0 ug/mL,5.3,11814000.0,40.0
40.0 ug/mL,5.32,11814000.0,40.0
40.0 ug/mL,5.34,11814000.0,40.0
40.0 ug/mL,5.36,11814000.0,40.0
40.0 ug/mL,5.38,11814000.0,40.0
40.0 ug/mL,5.4,11814000.0,40.0
40.0 ug/mL,5.42,11814000.0,40.0
40.0 ug/mL,5.44,11814000.0,40.0
40.0 ug/mL,5.46,11814000.0,40.0
40.0 ug/mL,5.48,11814000.0,40.0
40.0 ug/mL,5.5,11814000.0,40.0
40.0 ug/mL,5.5200000000000005,11814000.0,40.0
40.0 ug/mL,5.54,11814000.0,40.0
40.0 ug/mL,5.5600000000000005,11814000.0,40.0
40.0 ug/mL,5.58,11814000.0,40.0
40.0 ug/mL,5.6000000000000005,11814000.0,40.0
40.0 ug/mL,5.62,11814000.0,40.0
40.0 ug/mL,5.64,11814000.0,40.0
40.0 ug/mL,5.66,11814000.0,40.0
40.0 ug/mL,5.68,11814000.0,40.0
40.0 ug/mL,5.7,11814000.0,40.0
40.0 ug/mL,5.72,11814000.0,40.0
40.0 ug/mL,5.74,11814000.0,40.0
40.0 ug/mL,5.76,11814000.0,40.0
40.0 ug/mL,5.78,11814000.0,40.0
40.0 ug/mL,5.8,11814000.0,40.0
40.0 ug/mL,5.82,11814000.0,40.0
40.0 ug/mL,5.84,11814000.0,40.0
40.0 ug/mL,5.86,11814000.0,40.0
40.0 ug/mL,5.88,11814000.0,40.0
40.0 ug/mL,5.9,11814000.0,40.0
40.0 ug/mL,5.92,11814000.0,40.0
40.0 ug/mL,5.94,11814000.0,40.0
40.0 ug/mL,5.96,11814000.0,40.0
40.0 ug/mL,5.98,11814000.0,40.0
40.0 ug/mL,6.0,11814000.0,40.0
40.0 ug/mL,6.0200000000000005,11814000.0,40.0
40.0 ug/mL,6.04,11814000.0,40.0
40.0 ug/mL,6.0600000000000005,11814000.0,40.0
40.0 ug/mL,6.08,11814000.0,40.0
40.0 ug/mL,6.1000000000000005,11814000.0,40.0
40.0 ug/mL,6.12,11814000.0,40.0
40.0 ug/mL,6.140000000000001,11814000.0,40.0
40.0 ug/mL,6.16,11814000.0,40.0
40.0 ug/mL,6.18,11814000.0,40.0
40.0 ug/mL,6.2,11814000.0,40.0
40.0 ug/mL,6.22,11814000.0,40.0
40.0 ug/mL,6.24,11814000.0,40.0
40.0 ug/mL,6.26,11814000.0,40.0
40.0 ug/mL,6.28,11814000.0,40.0
40.0 ug/mL,6.3,11814000.0,40.0
40.0 ug/mL,6.32,11814000.0,40.0
40.0 ug/mL,6.34,11814000.0,40.0
40.0 ug/mL,6.36,11814000.0,40.0
40.0 ug/mL,6.38,11814000.0,40.0
40.0 ug/mL,6.4,11814000.0,40.0
40.0 ug/mL,6.42,11814000.0,40.0
40.0 ug/mL,6.44,11814000.0,40.0
40.0 ug/mL,6.46,11814000.0,40.0
40.0 ug/mL,6.48,11814000.0,40.0
40.0 ug/mL,6.5,11814000.0,40.0
40.0 ug/mL,6.5200000000000005,11814000.0,40.0
40.0 ug/mL,6.54,11814000.0,40.0
40.0 ug/mL,6.5600000000000005,11814000.0,40.0
40.0 ug/mL,6.58,11814000.0,40.0
40.0 ug/mL,6.6000000000000005,11814000.0,40.0
40.0 ug/mL,6.62,11814000.0,40.0
40.0 ug/mL,6.640000000000001,11814000.0,40.0
40.0 ug/mL,6.66,11814000.0,40.0
40.0 ug/mL,6.68,11814000.0,40.0
40.0 ug/mL,6.7,11814000.0,40.0
40.0 ug/mL,6.72,11814000.0,40.0
40.0 ug/mL,6.74,11814000.0,40.0
40.0 ug/mL,6.76,11814000.0,40.0
40.0 ug/mL,6.78,11814000.0,40.0
40.0 ug/mL,6.8,11814000.0,40.0
40.0 ug/mL,6.82,11814000.0,40.0
40.0 ug/mL,6.84,11814000.0,40.0
40.0 ug/mL,6.86,11814000.0,40.0
40.0 ug/mL,6.88,11814000.0,40.0
40.0 ug/mL,6.9,11814000.0,40.0
40.0 ug/mL,6.92,11814000.0,40.0
40.0 ug/mL,6.94,11814000.0,40.0
40.0 ug/mL,6.96,11814000.0,40.0
40.0 ug/mL,6.98,11814000.0,40.0
40.0 ug/mL,7.0,11814000.0,40.0
40.0 ug/mL,7.0200000000000005,11814000.0,40.0
40.0 ug/mL,7.04,11814000.0,40.0
40.0 ug/mL,7.0600000000000005,11814000.0,40.0
40.0 ug/mL,7.08,11814000.0,40.0
40.0 ug/mL,7.1000000000000005,11814000.0,40.0
40.0 ug/mL,7.12,11814000.0,40.0
40.0 ug/mL,7.140000000000001,11814000.0,40.0
40.0 ug/mL,7.16,11814000.0,40.0
40.0 ug/mL,7.18,11814000.0,40.0
40.0 ug/mL,7.2,11814000.0,40.0
40.0 ug/mL,7.22,11814000.0,40.0
40.0 ug/mL,7.24,11814000.0,40.0
40.0 ug/mL,7.26,11814000.0,40.0
40.0 ug/mL,7.28,11814000.0,40.0
40.0 ug/mL,7.3,11814000.0,40.0
40.0 ug/mL,7.32,11814000.0,40.0
40.0 ug/mL,7.34,11814000.0,40.0
40.0 ug/mL,7.36,11814000.0,40.0
40.0 ug/mL,7.38,11814000.0,40.0
40.0 ug/mL,7.4,11814000.0,40.0
40.0 ug/mL,7.42,11814000.0,40.0
40.0 ug/mL,7.44,11814000.0,40.0
40.0 ug/mL,7.46,11814000.0,40.0
40.0 ug/mL,7.48,11814000.0,40.0
40.0 ug/mL,7.5,11814000.0,40.0
40.0 ug/mL,7.5200000000000005,11814000.0,40.0
40.0 ug/mL,7.54,11814000.0,40.0
40.0 ug/mL,7.5600000000000005,11814000.0,40.0
40.0 ug/mL,7.58,11814000.0,40.0
40.0 ug/mL,7.6000000000000005,11814000.0,40.0
40.0 ug/mL,7.62,11814000.0,40.0
40.0 ug/mL,7.640000000000001,11814000.0,40.0
40.0 ug/mL,7.66,11814000.0,40.0
40.0 ug/mL,7.68,11814000.0,40.0
40.0 ug/mL,7.7,11814000.0,40.0
40.0 ug/mL,7.72,11814000.0,40.0
40.0 ug/mL,7.74,11814000.0,40.0
40.0 ug/mL,7.76,11814000.0,40.0
40.0 ug/mL,7.78,11814000.0,40.0
40.0 ug/mL,7.8,11814000.0,40.0
40.0 ug/mL,7.82,11814000.0,40.0
40.0 ug/mL,7.84,11814000.0,40.0
40.0 ug/mL,7.86,11814000.0,40.0
40.0 ug/mL,7.88,11814000.0,40.0
40.0 ug/mL,7.9,11814000.0,40.0
40.0 ug/mL,7.92,11814000.0,40.0
40.0 ug/mL,7.94,11814000.0,40.0
40.0 ug/mL,7.96,11814000.0,40.0
40.0 ug/mL,7.98,11814000.0,40.0
40.0 ug/mL,8.0,11814000.0,40.0
40.0 ug/mL,8.02,11814000.0,40.0
40.0 ug/mL,8.040000000000001,11814000.0,40.0
40.0 ug/mL,8.06,11814000.0,40.0
40.0 ug/mL,8.08,11814000.0,40.0
40.0 ug/mL,8.1,11814000.0,40.0
40.0 ug/mL,8.120000000000001,11814000.0,40.0
40.0 ug/mL,8.14,11814000.0,40.0
40.0 ug/mL,8.16,11814000.0,40.0
40.0 ug/mL,8.18,11814000.0,40.0
40.0 ug/mL,8.2,11814000.0,40.0
40.0 ug/mL,8.22,11814000.0,40.0
40.0 ug/mL,8.24,11814000.0,40.0
40.0 ug/mL,8.26,11814000.0,40.0
40.0 ug/mL,8.28,11814000.0,40.0
40.0 ug/mL,8.3,11814000.0,40.0
40.0 ug/mL,8.32,11814000.0,40.0
40.0 ug/mL,8.34,11814000.0,40.0
40.0 ug/mL,8.36,11814000.0,40.0
40.0 ug/mL,8.38,11814000.0,40.0
40.0 ug/mL,8.4,11814000.0,40.0
40.0 ug/mL,8.42,11814000.0,40.0
40.0 ug/mL,8.44,11814000.0,40.0
40.0 ug/mL,8.46,11814000.0,40.0
40.0 ug/mL,8.48,11814000.0,40.0
40.0 ug/mL,8.5,11814000.0,40.0
40.0 ug/mL,8.52,11814000.0,40.0
40.0 ug/mL,8.540000000000001,11814000.0,40.0
40.0 ug/mL,8.56,11814000.0,40.0
40.0 ug/mL,8.58,11814000.0,40.0
40.0 ug/mL,8.6,11814000.0,40.0
40.0 ug/mL,8.620000000000001,11814000.0,40.0
40.0 ug/mL,8.64,11814000.0,40.0
40.0 ug/mL,8.66,11814000.0,40.0
40.0 ug/mL,8.68,11814000.0,40.0
40.0 ug/mL,8.700000000000001,11814000.0,40.0
40.0 ug/mL,8.72,11814000.0,40.0
40.0 ug/mL,8.74,11814000.0,40.0
40.0 ug/mL,8.76,11814000.0,40.0
40.0 ug/mL,8.78,11814000.0,40.0
40.0 ug/mL,8.8,11814000.0,40.0
40.0 ug/mL,8.82,11814000.0,40.0
