Concentration,Time_min,RFU_Interpolated,Concentration [μM]
10.0 ug/mL,9.28,5335332.60632,10.0
10.0 ug/mL,9.3,5335332.60632,10.0
10.0 ug/mL,9.32,5335332.60632,10.0
10.0 ug/mL,9.34,5335332.60632,10.0
10.0 ug/mL,9.36,5335332.60632,10.0
10.0 ug/mL,9.38,5335332.60632,10.0
10.0 ug/mL,9.4,5335332.60632,10.0
10.0 ug/mL,9.42,5335332.60632,10.0
10.0 ug/mL,9.44,5335332.60632,10.0
10.0 ug/mL,9.46,5335332.60632,10.0
10.0 ug/mL,9.48,5335332.60632,10.0
10.0 ug/mL,9.5,5335332.60632,10.0
10.0 ug/mL,9.52,5335332.60632,10.0
10.0 ug/mL,9.540000000000001,5335332.60632,10.0
10.0 ug/mL,9.56,5335332.60632,10.0
10.0 ug/mL,9.58,5335332.60632,10.0
10.0 ug/mL,9.6,5335332.60632,10.0
10.0 ug/mL,9.620000000000001,5335332.60632,10.0
10.0 ug/mL,9.64,5335332.60632,10.0
10.0 ug/mL,9.66,5335332.60632,10.0
10.0 ug/mL,9.68,5335332.60632,10.0
10.0 ug/mL,9.700000000000001,5335332.60632,10.0
10.0 ug/mL,9.72,5335332.60632,10.0
10.0 ug/mL,9.74,5335332.60632,10.0
10.0 ug/mL,9.76,5335332.60632,10.0
10.0 ug/mL,9.78,5335332.60632,10.0
10.0 ug/mL,9.8,5335332.60632,10.0
10.0 ug/mL,9.82,5335332.60632,10.0
10.0 ug/mL,9.84,5335332.60632,10.0
10.0 ug/mL,9.86,5335332.60632,10.0
10.0 ug/mL,9.88,5335332.60632,10.0
10.0 ug/mL,9.9,5335332.60632,10.0
10.0 ug/mL,9.92,5335332.60632,10.0
10.0 ug/mL,9.94,5335332.60632,10.0
10.0 ug/mL,9.96,5335332.60632,10.0
10.0 ug/mL,9.98,5335332.60632,10.0
10.0 ug/mL,10.0,5335332.60632,10.0
10.0 ug/mL,10.02,5335332.60632,10.0
10.0 ug/mL,10.040000000000001,5335332.60632,10.0
10.0 ug/mL,10.06,5335332.60632,10.0
10.0 ug/mL,10.08,5335332.60632,10.0
10.0 ug/mL,10.1,5335332.60632,10.0
10.0 ug/mL,10.120000000000001,5335332.60632,10.0
10.0 ug/mL,10.14,5335332.60632,10.0
10.0 ug/mL,10.16,5335332.60632,10.0
10.0 ug/mL,10.18,5335332.60632,10.0
10.0 ug/mL,10.200000000000001,5335332.60632,10.0
10.0 ug/mL,10.22,5335332.60632,10.0
10.0 ug/mL,10.24,5335332.60632,10.0
10.0 ug/mL,10.26,5335332.60632,10.0
10.0 ug/mL,10.28,5335332.60632,10.0
10.0 ug/mL,10.3,5335332.60632,10.0
10.0 ug/mL,10.32,5335332.60632,10.0
10.0 ug/mL,10.34,5335332.60632,10.0
10.0 ug/mL,10.36,5335332.60632,10.0
10.0 ug/mL,10.38,5335332.60632,10.0
10.0 ug/mL,10.4,5335332.60632,10.0
10.0 ug/mL,10.42,5335332.60632,10.0
10.0 ug/mL,10.44,5335332.60632,10.0
10.0 ug/mL,10.46,5335332.60632,10.0
10.0 ug/mL,10.48,5335332.60632,10.0
10.0 ug/mL,10.5,5335332.60632,10.0
10.0 ug/mL,10.52,5335332.60632,10.0
10.0 ug/mL,10.540000000000001,5335332.60632,10.0
10.0 ug/mL,10.56,5335332.60632,10.0
10.0 ug/mL,10.58,5335332.60632,10.0
10.0 ug/mL,10.6,5335332.60632,10.0
10.0 ug/mL,10.620000000000001,5335332.60632,10.0
10.0 ug/mL,10.64,5335332.60632,10.0
10.0 ug/mL,10.66,5335332.60632,10.0
10.0 ug/mL,10.68,5335332.60632,10.0
10.0 ug/mL,10.700000000000001,5335332.60632,10.0
10.0 ug/mL,10.72,5335332.60632,10.0
10.0 ug/mL,10.74,5335332.60632,10.0
10.0 ug/mL,10.76,5335332.60632,10.0
10.0 ug/mL,10.78,5335332.60632,10.0
10.0 ug/mL,10.8,5335332.60632,10.0
10.0 ug/mL,10.82,5335332.60632,10.0
10.0 ug/mL,10.84,5335332.60632,10.0
10.0 ug/mL,10.86,5335332.60632,10.0
10.0 ug/mL,10.88,5335332.60632,10.0
10.0 ug/mL,10.9,5335332.60632,10.0
10.0 ug/mL,10.92,5335332.60632,10.0
10.0 ug/mL,10.94,5335332.60632,10.0
10.0 ug/mL,10.96,5335332.60632,10.0
10.0 ug/mL,10.98,5335332.60632,10.0
10.0 ug/mL,11.0,5335332.60632,10.0
10.0 ug/mL,11.02,5335332.60632,10.0
10.0 ug/mL,11.040000000000001,5335332.60632,10.0
10.0 ug/mL,11.06,5335332.60632,10.0
10.0 ug/mL,11.08,5335332.60632,10.0
10.0 ug/mL,11.1,5335332.60632,10.0
10.0 ug/mL,11.120000000000001,5335332.60632,10.0
10.0 ug/mL,11.14,5335332.60632,10.0
10.0 ug/mL,11.16,5335332.60632,10.0
10.0 ug/mL,11.18,5335332.60632,10.0
10.0 ug/mL,11.200000000000001,5335332.60632,10.0
10.0 ug/mL,11.22,5335332.60632,10.0
10.0 ug/mL,11.24,5335332.60632,10.0
10.0 ug/mL,11.26,5335332.60632,10.0
10.0 ug/mL,11.28,5335332.60632,10.0
10.0 ug/mL,11.3,5335332.60632,10.0
10.0 ug/mL,11.32,5335332.60632,10.0
10.0 ug/mL,11.34,5335332.60632,10.0
10.0 ug/mL,11.36,5335332.60632,10.0
10.0 ug/mL,11.38,5335332.60632,10.0
10.0 ug/mL,11.4,5335332.60632,10.0
10.0 ug/mL,11.42,5335332.60632,10.0
10.0 ug/mL,11.44,5335332.60632,10.0
10.0 ug/mL,11.46,5335332.60632,10.0
10.0 ug/mL,11.48,5335332.60632,10.0
10.0 ug/mL,11.5,5335332.60632,10.0
10.0 ug/mL,11.52,5335332.60632,10.0
10.0 ug/mL,11.540000000000001,5335332.60632,10.0
10.0 ug/mL,11.56,5335332.60632,10.0
10.0 ug/mL,11.58,5335332.60632,10.0
10.0 ug/mL,11.6,5335332.60632,10.0
10.0 ug/mL,11.620000000000001,5335332.60632,10.0
10.0 ug/mL,11.64,5335332.60632,10.0
10.0 ug/mL,11.66,5335332.60632,10.0
10.0 ug/mL,11.68,5335332.60632,10.0
10.0 ug/mL,11.700000000000001,5335332.60632,10.0
10.0 ug/mL,11.72,5335332.60632,10.0
10.0 ug/mL,11.74,5335332.60632,10.0
10.0 ug/mL,11.76,5335332.60632,10.0
10.0 ug/mL,11.78,5335332.60632,10.0
10.0 ug/mL,11.8,5335332.60632,10.0
10.0 ug/mL,11.82,5335332.60632,10.0
10.0 ug/mL,11.84,5335332.60632,10.0
10.0 ug/mL,11.86,5335332.60632,10.0
10.0 ug/mL,11.88,5335332.60632,10.0
10.0 ug/mL,11.9,5335332.60632,10.0
10.0 ug/mL,11.92,5335332.60632,10.0
10.0 ug/mL,11.94,5335332.60632,10.0
10.0 ug/mL,11.96,5335332.60632,10.0
10.0 ug/mL,11.98,5335332.60632,10.0
10.0 ug/mL,12.0,5335332.60632,10.0
10.0 ug/mL,12.02,5335332.60632,10.0
10.0 ug/mL,12.040000000000001,5335332.60632,10.0
10.0 ug/mL,12.06,5335332.60632,10.0
10.0 ug/mL,12.08,5335332.60632,10.0
10.0 ug/mL,12.1,5335332.60632,10.0
10.0 ug/mL,12.120000000000001,5335332.60632,10.0
10.0 ug/mL,12.14,5335332.60632,10.0
10.0 ug/mL,12.16,5335332.60632,10.0
10.0 ug/mL,12.18,5335332.60632,10.0
10.0 ug/mL,12.200000000000001,5335332.60632,10.0
10.0 ug/mL,12.22,5335332.60632,10.0
10.0 ug/mL,12.24,5335332.60632,10.0
10.0 ug/mL,12.26,5335332.60632,10.0
10.0 ug/mL,12.280000000000001,5335332.60632,10.0
10.0 ug/mL,12.3,5335332.60632,10.0
10.0 ug/mL,12.32,5335332.60632,10.0
10.0 ug/mL,12.34,5335332.60632,10.0
10.0 ug/mL,12.36,5335332.60632,10.0
10.0 ug/mL,12.38,5335332.60632,10.0
10.0 ug/mL,12.4,5335332.60632,10.0
10.0 ug/mL,12.42,5335332.60632,10.0
10.0 ug/mL,12.44,5335332.60632,10.0
10.0 ug/mL,12.46,5335332.60632,10.0
10.0 ug/mL,12.48,5335332.60632,10.0
10.0 ug/mL,12.5,5335332.60632,10.0
10.0 ug/mL,12.52,5335332.60632,10.0
10.0 ug/mL,12.540000000000001,5335332.60632,10.0
10.0 ug/mL,12.56,5335332.60632,10.0
10.0 ug/mL,12.58,5335332.60632,10.0
10.0 ug/mL,12.6,5335332.60632,10.0
10.0 ug/mL,12.620000000000001,5335332.60632,10.0
10.0 ug/mL,12.64,5335332.60632,10.0
10.0 ug/mL,12.66,5335332.60632,10.0
10.0 ug/mL,12.68,5335332.60632,10.0
10.0 ug/mL,12.700000000000001,5335332.60632,10.0
10.0 ug/mL,12.72,5335332.60632,10.0
10.0 ug/mL,12.74,5335332.60632,10.0
10.0 ug/mL,12.76,5335332.60632,10.0
10.0 ug/mL,12.780000000000001,5335332.60632,10.0
10.0 ug/mL,12.8,5335332.60632,10.0
10.0 ug/mL,12.82,5335332.60632,10.0
10.0 ug/mL,12.84,5335332.60632,10.0
10.0 ug/mL,12.86,5335332.60632,10.0
10.0 ug/mL,12.88,5335332.60632,10.0
10.0 ug/mL,12.9,5335332.60632,10.0
10.0 ug/mL,12.92,5335332.60632,10.0
10.0 ug/mL,12.94,5335332.60632,10.0
10.0 ug/mL,12.96,5335332.60632,10.0
10.0 ug/mL,12.98,5335332.60632,10.0
10.0 ug/mL,13.0,5335332.60632,10.0
10.0 ug/mL,13.02,5335332.60632,10.0
10.0 ug/mL,13.040000000000001,5335332.60632,10.0
10.0 ug/mL,13.06,5335332.60632,10.0
10.0 ug/mL,13.08,5335332.60632,10.0
10.0 ug/mL,13.1,5335332.60632,10.0
10.0 ug/mL,13.120000000000001,5335332.60632,10.0
10.0 ug/mL,13.14,5335332.60632,10.0
10.0 ug/mL,13.16,5335332.60632,10.0
10.0 ug/mL,13.18,5335332.60632,10.0
10.0 ug/mL,13.200000000000001,5335332.60632,10.0
10.0 ug/mL,13.22,5335332.60632,10.0
10.0 ug/mL,13.24,5335332.60632,10.0
10.0 ug/mL,13.26,5335332.60632,10.0
10.0 ug/mL,13.280000000000001,5335332.60632,10.0
10.0 ug/mL,13.3,5335332.60632,10.0
10.0 ug/mL,13.32,5335332.60632,10.0
10.0 ug/mL,13.34,5335332.60632,10.0
10.0 ug/mL,13.36,5335332.60632,10.0
10.0 ug/mL,13.38,5335332.60632,10.0
10.0 ug/mL,13.4,5335332.60632,10.0
10.0 ug/mL,13.42,5335332.60632,10.0
10.0 ug/mL,13.44,5335332.60632,10.0
10.0 ug/mL,13.46,5335332.60632,10.0
10.0 ug/mL,13.48,5335332.60632,10.0
10.0 ug/mL,13.5,5335332.60632,10.0
10.0 ug/mL,13.52,5335332.60632,10.0
10.0 ug/mL,13.540000000000001,5335332.60632,10.0
10.0 ug/mL,13.56,5335332.60632,10.0
10.0 ug/mL,13.58,5335332.60632,10.0
10.0 ug/mL,13.6,5335332.60632,10.0
10.0 ug/mL,13.620000000000001,5335332.60632,10.0
10.0 ug/mL,13.64,5335332.60632,10.0
10.0 ug/mL,13.66,5335332.60632,10.0
10.0 ug/mL,13.68,5335332.60632,10.0
10.0 ug/mL,13.700000000000001,5335332.60632,10.0
10.0 ug/mL,13.72,5335332.60632,10.0
10.0 ug/mL,13.74,5335332.60632,10.0
10.0 ug/mL,13.76,5335332.60632,10.0
10.0 ug/mL,13.780000000000001,5335332.60632,10.0
10.0 ug/mL,13.8,5335332.60632,10.0
10.0 ug/mL,13.82,5335332.60632,10.0
10.0 ug/mL,13.84,5335332.60632,10.0
10.0 ug/mL,13.86,5335332.60632,10.0
10.0 ug/mL,13.88,5335332.60632,10.0
10.0 ug/mL,13.9,5335332.60632,10.0
10.0 ug/mL,13.92,5335332.60632,10.0
10.0 ug/mL,13.94,5335332.60632,10.0
10.0 ug/mL,13.96,5335332.60632,10.0
10.0 ug/mL,13.98,5335332.60632,10.0
10.0 ug/mL,14.0,5335332.60632,10.0
10.0 ug/mL,14.02,5335332.60632,10.0
10.0 ug/mL,14.040000000000001,5335332.60632,10.0
10.0 ug/mL,14.06,5335332.60632,10.0
10.0 ug/mL,14.08,5335332.60632,10.0
10.0 ug/mL,14.1,5335332.60632,10.0
10.0 ug/mL,14.120000000000001,5335332.60632,10.0
10.0 ug/mL,14.14,5335332.60632,10.0
10.0 ug/mL,14.16,5335332.60632,10.0
10.0 ug/mL,14.18,5335332.60632,10.0
10.0 ug/mL,14.200000000000001,5335332.60632,10.0
10.0 ug/mL,14.22,5335332.60632,10.0
10.0 ug/mL,14.24,5335332.60632,10.0
10.0 ug/mL,14.26,5335332.60632,10.0
10.0 ug/mL,14.280000000000001,5335332.60632,10.0
10.0 ug/mL,14.3,5335332.60632,10.0
10.0 ug/mL,14.32,5335332.60632,10.0
10.0 ug/mL,14.34,5335332.60632,10.0
10.0 ug/mL,14.36,5335332.60632,10.0
10.0 ug/mL,14.38,5335332.60632,10.0
10.0 ug/mL,14.4,5335332.60632,10.0
10.0 ug/mL,14.42,5335332.60632,10.0
10.0 ug/mL,14.44,5335332.60632,10.0
10.0 ug/mL,14.46,5335332.60632,10.0
10.0 ug/mL,14.48,5335332.60632,10.0
10.0 ug/mL,14.5,5335332.60632,10.0
10.0 ug/mL,14.52,5335332.60632,10.0
10.0 ug/mL,14.540000000000001,5335332.60632,10.0
10.0 ug/mL,14.56,5335332.60632,10.0
10.0 ug/mL,14.58,5335332.60632,10.0
10.0 ug/mL,14.6,5335332.60632,10.0
10.0 ug/mL,14.620000000000001,5335332.60632,10.0
10.0 ug/mL,14.64,5335332.60632,10.0
10.0 ug/mL,14.66,5335332.60632,10.0
10.0 ug/mL,14.68,5335332.60632,10.0
10.0 ug/mL,14.700000000000001,5335332.60632,10.0
10.0 ug/mL,14.72,5335332.60632,10.0
10.0 ug/mL,14.74,5335332.60632,10.0
10.0 ug/mL,14.76,5335332.60632,10.0
10.0 ug/mL,14.780000000000001,5335332.60632,10.0
10.0 ug/mL,14.8,5335332.60632,10.0
10.0 ug/mL,14.82,5335332.60632,10.0
10.0 ug/mL,14.84,5335332.60632,10.0
10.0 ug/mL,14.86,5335332.60632,10.0
10.0 ug/mL,14.88,5335332.60632,10.0
10.0 ug/mL,14.9,5335332.60632,10.0
10.0 ug/mL,14.92,5335332.60632,10.0
10.0 ug/mL,14.94,5335332.60632,10.0
10.0 ug/mL,14.96,5335332.60632,10.0
10.0 ug/mL,14.98,5335332.60632,10.0
10.0 ug/mL,15.0,5335332.60632,10.0
10.0 ug/mL,15.02,5335332.60632,10.0
10.0 ug/mL,15.040000000000001,5335332.60632,10.0
10.0 ug/mL,15.06,5335332.60632,10.0
10.0 ug/mL,15.08,5335332.60632,10.0
10.0 ug/mL,15.1,5335332.60632,10.0
10.0 ug/mL,15.120000000000001,5335332.60632,10.0
10.0 ug/mL,15.14,5335332.60632,10.0
10.0 ug/mL,15.16,5335332.60632,10.0
10.0 ug/mL,15.18,5335332.60632,10.0
10.0 ug/mL,15.200000000000001,5335332.60632,10.0
10.0 ug/mL,15.22,5335332.60632,10.0
10.0 ug/mL,15.24,5335332.60632,10.0
10.0 ug/mL,15.26,5335332.60632,10.0
10.0 ug/mL,15.280000000000001,5335332.60632,10.0
10.0 ug/mL,15.3,5335332.60632,10.0
10.0 ug/mL,15.32,5335332.60632,10.0
10.0 ug/mL,15.34,5335332.60632,10.0
10.0 ug/mL,15.36,5335332.60632,10.0
10.0 ug/mL,15.38,5335332.60632,10.0
10.0 ug/mL,15.4,5335332.60632,10.0
10.0 ug/mL,15.42,5335332.60632,10.0
10.0 ug/mL,15.44,5335332.60632,10.0
10.0 ug/mL,15.46,5335332.60632,10.0
10.0 ug/mL,15.48,5335332.60632,10.0
10.0 ug/mL,15.5,5335332.60632,10.0
10.0 ug/mL,15.52,5335332.60632,10.0
10.0 ug/mL,15.540000000000001,5335332.60632,10.0
10.0 ug/mL,15.56,5335332.60632,10.0
10.0 ug/mL,15.58,5335332.60632,10.0
10.0 ug/mL,15.6,5335332.60632,10.0
10.0 ug/mL,15.620000000000001,5335332.60632,10.0
10.0 ug/mL,15.64,5335332.60632,10.0
10.0 ug/mL,15.66,5335332.60632,10.0
10.0 ug/mL,15.68,5335332.60632,10.0
10.0 ug/mL,15.700000000000001,5335332.60632,10.0
10.0 ug/mL,15.72,5335332.60632,10.0
10.0 ug/mL,15.74,5335332.60632,10.0
10.0 ug/mL,15.76,5335332.60632,10.0
10.0 ug/mL,15.780000000000001,5335332.60632,10.0
10.0 ug/mL,15.8,5335332.60632,10.0
10.0 ug/mL,15.82,5335332.60632,10.0
10.0 ug/mL,15.84,5335332.60632,10.0
10.0 ug/mL,15.860000000000001,5335332.60632,10.0
10.0 ug/mL,15.88,5335332.60632,10.0
10.0 ug/mL,15.9,5335332.60632,10.0
10.0 ug/mL,15.92,5335332.60632,10.0
10.0 ug/mL,15.94,5335332.60632,10.0
10.0 ug/mL,15.96,5335332.60632,10.0
10.0 ug/mL,15.98,5335332.60632,10.0
10.0 ug/mL,16.0,5335332.60632,10.0
10.0 ug/mL,16.02,5335332.60632,10.0
10.0 ug/mL,16.04,5335332.60632,10.0
10.0 ug/mL,16.06,5335332.60632,10.0
10.0 ug/mL,16.080000000000002,5335332.60632,10.0
10.0 ug/mL,16.1,5335332.60632,10.0
10.0 ug/mL,16.12,5335332.60632,10.0
10.0 ug/mL,16.14,5335332.60632,10.0
10.0 ug/mL,16.16,5335332.60632,10.0
10.0 ug/mL,16.18,5335332.60632,10.0
10.0 ug/mL,16.2,5335332.60632,10.0
10.0 ug/mL,16.22,5335332.60632,10.0
10.0 ug/mL,16.240000000000002,5335332.60632,10.0
10.0 ug/mL,16.26,5335332.60632,10.0
10.0 ug/mL,16.28,5335332.60632,10.0
10.0 ug/mL,16.3,5335332.60632,10.0
10.0 ug/mL,16.32,5335332.60632,10.0
10.0 ug/mL,16.34,5335332.60632,10.0
10.0 ug/mL,16.36,5335332.60632,10.0
10.0 ug/mL,16.38,5335332.60632,10.0
10.0 ug/mL,16.4,5335332.60632,10.0
10.0 ug/mL,16.42,5335332.60632,10.0
10.0 ug/mL,16.44,5335332.60632,10.0
10.0 ug/mL,16.46,5335332.60632,10.0
10.0 ug/mL,16.48,5335332.60632,10.0
10.0 ug/mL,16.5,5335332.60632,10.0
10.0 ug/mL,16.52,5335332.60632,10.0
10.0 ug/mL,16.54,5335332.60632,10.0
10.0 ug/mL,16.56,5335332.60632,10.0
10.0 ug/mL,16.580000000000002,5335332.60632,10.0
10.0 ug/mL,16.6,5335332.60632,10.0
10.0 ug/mL,16.62,5335332.60632,10.0
10.0 ug/mL,16.64,5335332.60632,10.0
10.0 ug/mL,16.66,5335332.60632,10.0
10.0 ug/mL,16.68,5335332.60632,10.0
10.0 ug/mL,16.7,5335332.60632,10.0
10.0 ug/mL,16.72,5335332.60632,10.0
10.0 ug/mL,16.740000000000002,5335332.60632,10.0
10.0 ug/mL,16.76,5335332.60632,10.0
10.0 ug/mL,16.78,5335332.60632,10.0
10.0 ug/mL,16.8,5335332.60632,10.0
10.0 ug/mL,16.82,5335332.60632,10.0
10.0 ug/mL,16.84,5335332.60632,10.0
10.0 ug/mL,16.86,5335332.60632,10.0
10.0 ug/mL,16.88,5335332.60632,10.0
10.0 ug/mL,16.9,5335332.60632,10.0
10.0 ug/mL,16.92,5335332.60632,10.0
10.0 ug/mL,16.94,5335332.60632,10.0
10.0 ug/mL,16.96,5335332.60632,10.0
10.0 ug/mL,16.98,5335332.60632,10.0
10.0 ug/mL,17.0,5335332.60632,10.0
10.0 ug/mL,17.02,5335332.60632,10.0
10.0 ug/mL,17.04,5335332.60632,10.0
10.0 ug/mL,17.06,5335332.60632,10.0
10.0 ug/mL,17.080000000000002,5335332.60632,10.0
10.0 ug/mL,17.1,5335332.60632,10.0
10.0 ug/mL,17.12,5335332.60632,10.0
10.0 ug/mL,17.14,5335332.60632,10.0
10.0 ug/mL,17.16,5335332.60632,10.0
10.0 ug/mL,17.18,5335332.60632,10.0
10.0 ug/mL,17.2,5335332.60632,10.0
10.0 ug/mL,17.22,5335332.60632,10.0
10.0 ug/mL,17.240000000000002,5335332.60632,10.0
10.0 ug/mL,17.26,5335332.60632,10.0
10.0 ug/mL,17.28,5335332.60632,10.0
10.0 ug/mL,17.3,5335332.60632,10.0
10.0 ug/mL,17.32,5335332.60632,10.0
10.0 ug/mL,17.34,5335332.60632,10.0
10.0 ug/mL,17.36,5335332.60632,10.0
10.0 ug/mL,17.38,5335332.60632,10.0
10.0 ug/mL,17.400000000000002,5335332.60632,10.0
10.0 ug/mL,17.42,5335332.60632,10.0
10.0 ug/mL,17.44,5335332.60632,10.0
10.0 ug/mL,17.46,5335332.60632,10.0
10.0 ug/mL,17.48,5335332.60632,10.0
10.0 ug/mL,17.5,5335332.60632,10.0
10.0 ug/mL,17.52,5335332.60632,10.0
10.0 ug/mL,17.54,5335332.60632,10.0
10.0 ug/mL,17.56,5335332.60632,10.0
10.0 ug/mL,17.580000000000002,5335332.60632,10.0
10.0 ug/mL,17.6,5335332.60632,10.0
10.0 ug/mL,17.62,5335332.60632,10.0
10.0 ug/mL,17.64,5335332.60632,10.0
10.0 ug/mL,17.66,5335332.60632,10.0
10.0 ug/mL,17.68,5335332.60632,10.0
10.0 ug/mL,17.7,5335332.60632,10.0
10.0 ug/mL,17.72,5335332.60632,10.0
10.0 ug/mL,17.740000000000002,5335332.60632,10.0
10.0 ug/mL,17.76,5335332.60632,10.0
10.0 ug/mL,17.78,5335332.60632,10.0
10.0 ug/mL,17.8,5335332.60632,10.0
10.0 ug/mL,17.82,5335332.60632,10.0
10.0 ug/mL,17.84,5335332.60632,10.0
10.0 ug/mL,17.86,5335332.60632,10.0
10.0 ug/mL,17.88,5335332.60632,10.0
10.0 ug/mL,17.900000000000002,5335332.60632,10.0
10.0 ug/mL,17.92,5335332.60632,10.0
10.0 ug/mL,17.94,5335332.60632,10.0
10.0 ug/mL,17.96,5335332.60632,10.0
10.0 ug/mL,17.98,5335332.60632,10.0
10.0 ug/mL,18.0,5335332.60632,10.0
10.0 ug/mL,18.02,5335332.60632,10.0
10.0 ug/mL,18.04,5335332.60632,10.0
10.0 ug/mL,18.06,5335332.60632,10.0
10.0 ug/mL,18.080000000000002,5335332.60632,10.0
10.0 ug/mL,18.1,5335332.60632,10.0
10.0 ug/mL,18.12,5335332.60632,10.0
10.0 ug/mL,18.14,5335332.60632,10.0
10.0 ug/mL,18.16,5335332.60632,10.0
10.0 ug/mL,18.18,5335332.60632,10.0
10.0 ug/mL,18.2,5335332.60632,10.0
10.0 ug/mL,18.22,5335332.60632,10.0
10.0 ug/mL,18.240000000000002,5335332.60632,10.0
10.0 ug/mL,18.26,5335332.60632,10.0
10.0 ug/mL,18.28,5335332.60632,10.0
10.0 ug/mL,18.3,5335332.60632,10.0
10.0 ug/mL,18.32,5335332.60632,10.0
10.0 ug/mL,18.34,5335332.60632,10.0
10.0 ug/mL,18.36,5335332.60632,10.0
10.0 ug/mL,18.38,5335332.60632,10.0
10.0 ug/mL,18.400000000000002,5335332.60632,10.0
10.0 ug/mL,18.42,5335332.60632,10.0
10.0 ug/mL,18.44,5335332.60632,10.0
10.0 ug/mL,18.46,5335332.60632,10.0
10.0 ug/mL,18.48,5335332.60632,10.0
10.0 ug/mL,18.5,5335332.60632,10.0
10.0 ug/mL,18.52,5335332.60632,10.0
10.0 ug/mL,18.54,5335332.60632,10.0
10.0 ug/mL,18.56,5335332.60632,10.0
10.0 ug/mL,18.580000000000002,5335332.60632,10.0
10.0 ug/mL,18.6,5335332.60632,10.0
10.0 ug/mL,18.62,5335332.60632,10.0
10.0 ug/mL,18.64,5335332.60632,10.0
10.0 ug/mL,18.66,5335332.60632,10.0
10.0 ug/mL,18.68,5335332.60632,10.0
10.0 ug/mL,18.7,5335332.60632,10.0
10.0 ug/mL,18.72,5335332.60632,10.0
10.0 ug/mL,18.740000000000002,5335332.60632,10.0
10.0 ug/mL,18.76,5335332.60632,10.0
10.0 ug/mL,18.78,5335332.60632,10.0
10.0 ug/mL,18.8,5335332.60632,10.0
10.0 ug/mL,18.82,5335332.60632,10.0
10.0 ug/mL,18.84,5335332.60632,10.0
10.0 ug/mL,18.86,5335332.60632,10.0
10.0 ug/mL,18.88,5335332.60632,10.0
10.0 ug/mL,18.900000000000002,5335332.60632,10.0
10.0 ug/mL,18.92,5335332.60632,10.0
10.0 ug/mL,18.94,5335332.60632,10.0
10.0 ug/mL,18.96,5335332.60632,10.0
10.0 ug/mL,18.98,5335332.60632,10.0
10.0 ug/mL,19.0,5335332.60632,10.0
10.0 ug/mL,19.02,5335332.60632,10.0
10.0 ug/mL,19.04,5335332.60632,10.0
10.0 ug/mL,19.06,5335332.60632,10.0
10.0 ug/mL,19.080000000000002,5335332.60632,10.0
10.0 ug/mL,19.1,5335332.60632,10.0
10.0 ug/mL,19.12,5335332.60632,10.0
10.0 ug/mL,19.14,5335332.60632,10.0
10.0 ug/mL,19.16,5335332.60632,10.0
10.0 ug/mL,19.18,5335332.60632,10.0
10.0 ug/mL,19.2,5335332.60632,10.0
10.0 ug/mL,19.22,5335332.60632,10.0
10.0 ug/mL,19.240000000000002,5335332.60632,10.0
10.0 ug/mL,19.26,5335332.60632,10.0
10.0 ug/mL,19.28,5335332.60632,10.0
10.0 ug/mL,19.3,5335332.60632,10.0
10.0 ug/mL,19.32,5335332.60632,10.0
10.0 ug/mL,19.34,5335332.60632,10.0
10.0 ug/mL,19.36,5335332.60632,10.0
10.0 ug/mL,19.38,5335332.60632,10.0
10.0 ug/mL,19.400000000000002,5335332.60632,10.0
10.0 ug/mL,19.42,5335332.60632,10.0
10.0 ug/mL,19.44,5335332.60632,10.0
10.0 ug/mL,19.46,5335332.60632,10.0
10.0 ug/mL,19.48,5335332.60632,10.0
10.0 ug/mL,19.5,5335332.60632,10.0
10.0 ug/mL,19.52,5335332.60632,10.0
10.0 ug/mL,19.54,5335332.60632,10.0
10.0 ug/mL,19.56,5335332.60632,10.0
10.0 ug/mL,19.580000000000002,5335332.60632,10.0
10.0 ug/mL,19.6,5335332.60632,10.0
10.0 ug/mL,19.62,5335332.60632,10.0
10.0 ug/mL,19.64,5335332.60632,10.0
10.0 ug/mL,19.66,5335332.60632,10.0
10.0 ug/mL,19.68,5335332.60632,10.0
10.0 ug/mL,19.7,5335332.60632,10.0
10.0 ug/mL,19.72,5335332.60632,10.0
10.0 ug/mL,19.740000000000002,5335332.60632,10.0
10.0 ug/mL,19.76,5335332.60632,10.0
10.0 ug/mL,19.78,5335332.60632,10.0
10.0 ug/mL,19.8,5335332.60632,10.0
10.0 ug/mL,19.82,5335332.60632,10.0
10.0 ug/mL,19.84,5335332.60632,10.0
10.0 ug/mL,19.86,5335332.60632,10.0
10.0 ug/mL,19.88,5335332.60632,10.0
10.0 ug/mL,19.900000000000002,5335332.60632,10.0
10.0 ug/mL,19.92,5335332.60632,10.0
10.0 ug/mL,19.94,5335332.60632,10.0
10.0 ug/mL,19.96,5335332.60632,10.0
10.0 ug/mL,19.98,5335332.60632,10.0
10.0 ug/mL,20.0,5335332.60632,10.0
20.0 ug/mL,0.0,8691069.46422,20.0
20.0 ug/mL,0.02,8691069.46422,20.0
20.0 ug/mL,0.04,8691069.46422,20.0
20.0 ug/mL,0.06,8691069.46422,20.0
20.0 ug/mL,0.08,8691069.46422,20.0
20.0 ug/mL,0.1,8691069.46422,20.0
20.0 ug/mL,0.12,8691069.46422,20.0
20.0 ug/mL,0.14,8691069.46422,20.0
20.0 ug/mL,0.16,8691069.46422,20.0
20.0 ug/mL,0.18,8691069.46422,20.0
