Concentration,Time_min,RFU_Interpolated,Concentration [ug/mL]
5.0 ug/mL,21.0,16245.9,5.0
5.0 ug/mL,21.029999999999998,16245.9,5.0
5.0 ug/mL,21.06,16245.9,5.0
5.0 ug/mL,21.09,16245.9,5.0
5.0 ug/mL,21.119999999999997,16245.9,5.0
5.0 ug/mL,21.15,16245.9,5.0
5.0 ug/mL,21.18,16245.9,5.0
5.0 ug/mL,21.21,16245.9,5.0
5.0 ug/mL,21.24,16245.9,5.0
5.0 ug/mL,21.27,16245.9,5.0
5.0 ug/mL,21.3,16245.9,5.0
5.0 ug/mL,21.33,16245.9,5.0
5.0 ug/mL,21.36,16245.9,5.0
5.0 ug/mL,21.39,16245.9,5.0
5.0 ug/mL,21.419999999999998,16245.9,5.0
5.0 ug/mL,21.45,16245.9,5.0
5.0 ug/mL,21.48,16245.9,5.0
5.0 ug/mL,21.509999999999998,16245.9,5.0
5.0 ug/mL,21.54,16245.9,5.0
5.0 ug/mL,21.57,16245.9,5.0
5.0 ug/mL,21.599999999999998,16245.9,5.0
5.0 ug/mL,21.63,16245.9,5.0
5.0 ug/mL,21.66,16245.9,5.0
5.0 ug/mL,21.689999999999998,16245.9,5.0
5.0 ug/mL,21.72,16245.9,5.0
5.0 ug/mL,21.75,16245.9,5.0
5.0 ug/mL,21.779999999999998,16245.9,5.0
5.0 ug/mL,21.81,16245.9,5.0
5.0 ug/mL,21.84,16245.9,5.0
5.0 ug/mL,21.869999999999997,16245.9,5.0
5.0 ug/mL,21.9,16245.9,5.0
5.0 ug/mL,21.93,16245.9,5.0
5.0 ug/mL,21.96,16245.9,5.0
5.0 ug/mL,21.99,16245.9,5.0
5.0 ug/mL,22.02,16245.9,5.0
5.0 ug/mL,22.05,16245.9,5.0
5.0 ug/mL,22.08,16245.9,5.0
5.0 ug/mL,22.11,16245.9,5.0
5.0 ug/mL,22.14,16245.9,5.0
5.0 ug/mL,22.169999999999998,16245.9,5.0
5.0 ug/mL,22.2,16245.9,5.0
5.0 ug/mL,22.23,16245.9,5.0
5.0 ug/mL,22.259999999999998,16245.9,5.0
5.0 ug/mL,22.29,16245.9,5.0
5.0 ug/mL,22.32,16245.9,5.0
5.0 ug/mL,22.349999999999998,16245.9,5.0
5.0 ug/mL,22.38,16245.9,5.0
5.0 ug/mL,22.41,16245.9,5.0
5.0 ug/mL,22.439999999999998,16245.9,5.0
5.0 ug/mL,22.47,16245.9,5.0
5.0 ug/mL,22.5,16245.9,5.0
5.0 ug/mL,22.529999999999998,16245.9,5.0
5.0 ug/mL,22.56,16245.9,5.0
5.0 ug/mL,22.59,16245.9,5.0
5.0 ug/mL,22.619999999999997,16245.9,5.0
5.0 ug/mL,22.65,16245.9,5.0
5.0 ug/mL,22.68,16245.9,5.0
5.0 ug/mL,22.71,16245.9,5.0
5.0 ug/mL,22.74,16245.9,5.0
5.0 ug/mL,22.77,16245.9,5.0
5.0 ug/mL,22.8,16245.9,5.0
5.0 ug/mL,22.83,16245.9,5.0
5.0 ug/mL,22.86,16245.9,5.0
5.0 ug/mL,22.89,16245.9,5.0
5.0 ug/mL,22.919999999999998,16245.9,5.0
5.0 ug/mL,22.95,16245.9,5.0
5.0 ug/mL,22.98,16245.9,5.0
5.0 ug/mL,23.009999999999998,16245.9,5.0
5.0 ug/mL,23.04,16245.9,5.0
5.0 ug/mL,23.07,16245.9,5.0
5.0 ug/mL,23.099999999999998,16245.9,5.0
5.0 ug/mL,23.13,16245.9,5.0
5.0 ug/mL,23.16,16245.9,5.0
5.0 ug/mL,23.189999999999998,16245.9,5.0
5.0 ug/mL,23.22,16245.9,5.0
5.0 ug/mL,23.25,16245.9,5.0
5.0 ug/mL,23.279999999999998,16245.9,5.0
5.0 ug/mL,23.31,16245.9,5.0
5.0 ug/mL,23.34,16245.9,5.0
5.0 ug/mL,23.369999999999997,16245.9,5.0
5.0 ug/mL,23.4,16245.9,5.0
5.0 ug/mL,23.43,16245.9,5.0
5.0 ug/mL,23.46,16245.9,5.0
5.0 ug/mL,23.49,16245.9,5.0
5.0 ug/mL,23.52,16245.9,5.0
5.0 ug/mL,23.55,16245.9,5.0
5.0 ug/mL,23.58,16245.9,5.0
5.0 ug/mL,23.61,16245.9,5.0
5.0 ug/mL,23.64,16245.9,5.0
5.0 ug/mL,23.669999999999998,16245.9,5.0
5.0 ug/mL,23.7,16245.9,5.0
5.0 ug/mL,23.73,16245.9,5.0
5.0 ug/mL,23.759999999999998,16245.9,5.0
5.0 ug/mL,23.79,16245.9,5.0
5.0 ug/mL,23.82,16245.9,5.0
5.0 ug/mL,23.849999999999998,16245.9,5.0
5.0 ug/mL,23.88,16245.9,5.0
5.0 ug/mL,23.91,16245.9,5.0
5.0 ug/mL,23.939999999999998,16245.9,5.0
5.0 ug/mL,23.97,16245.9,5.0
5.0 ug/mL,24.0,16245.9,5.0
5.0 ug/mL,24.029999999999998,16245.9,5.0
5.0 ug/mL,24.06,16245.9,5.0
5.0 ug/mL,24.09,16245.9,5.0
5.0 ug/mL,24.119999999999997,16245.9,5.0
5.0 ug/mL,24.15,16245.9,5.0
5.0 ug/mL,24.18,16245.9,5.0
5.0 ug/mL,24.21,16245.9,5.0
5.0 ug/mL,24.24,16245.9,5.0
5.0 ug/mL,24.27,16245.9,5.0
5.0 ug/mL,24.3,16245.9,5.0
5.0 ug/mL,24.33,16245.9,5.0
5.0 ug/mL,24.36,16245.9,5.0
5.0 ug/mL,24.39,16245.9,5.0
5.0 ug/mL,24.419999999999998,16245.9,5.0
5.0 ug/mL,24.45,16245.9,5.0
5.0 ug/mL,24.48,16245.9,5.0
5.0 ug/mL,24.509999999999998,16245.9,5.0
5.0 ug/mL,24.54,16245.9,5.0
5.0 ug/mL,24.57,16245.9,5.0
5.0 ug/mL,24.599999999999998,16245.9,5.0
5.0 ug/mL,24.63,16245.9,5.0
5.0 ug/mL,24.66,16245.9,5.0
5.0 ug/mL,24.689999999999998,16245.9,5.0
5.0 ug/mL,24.72,16245.9,5.0
5.0 ug/mL,24.75,16245.9,5.0
5.0 ug/mL,24.779999999999998,16245.9,5.0
5.0 ug/mL,24.81,16245.9,5.0
5.0 ug/mL,24.84,16245.9,5.0
5.0 ug/mL,24.869999999999997,16245.9,5.0
5.0 ug/mL,24.9,16245.9,5.0
5.0 ug/mL,24.93,16245.9,5.0
5.0 ug/mL,24.96,16245.9,5.0
5.0 ug/mL,24.99,16245.9,5.0
5.0 ug/mL,25.02,16245.9,5.0
5.0 ug/mL,25.05,16245.9,5.0
5.0 ug/mL,25.08,16245.9,5.0
5.0 ug/mL,25.11,16245.9,5.0
5.0 ug/mL,25.14,16245.9,5.0
5.0 ug/mL,25.169999999999998,16245.9,5.0
5.0 ug/mL,25.2,16245.9,5.0
5.0 ug/mL,25.23,16245.9,5.0
5.0 ug/mL,25.259999999999998,16245.9,5.0
5.0 ug/mL,25.29,16245.9,5.0
5.0 ug/mL,25.32,16245.9,5.0
5.0 ug/mL,25.349999999999998,16245.9,5.0
5.0 ug/mL,25.38,16245.9,5.0
5.0 ug/mL,25.41,16245.9,5.0
5.0 ug/mL,25.439999999999998,16245.9,5.0
5.0 ug/mL,25.47,16245.9,5.0
5.0 ug/mL,25.5,16245.9,5.0
5.0 ug/mL,25.529999999999998,16245.9,5.0
5.0 ug/mL,25.56,16245.9,5.0
5.0 ug/mL,25.59,16245.9,5.0
5.0 ug/mL,25.619999999999997,16245.9,5.0
5.0 ug/mL,25.65,16245.9,5.0
5.0 ug/mL,25.68,16245.9,5.0
5.0 ug/mL,25.709999999999997,16245.9,5.0
5.0 ug/mL,25.74,16245.9,5.0
5.0 ug/mL,25.77,16245.9,5.0
5.0 ug/mL,25.8,16245.9,5.0
5.0 ug/mL,25.83,16245.9,5.0
5.0 ug/mL,25.86,16245.9,5.0
5.0 ug/mL,25.89,16245.9,5.0
5.0 ug/mL,25.919999999999998,16245.9,5.0
5.0 ug/mL,25.95,16245.9,5.0
5.0 ug/mL,25.98,16245.9,5.0
5.0 ug/mL,26.009999999999998,16245.9,5.0
5.0 ug/mL,26.04,16245.9,5.0
5.0 ug/mL,26.07,16245.9,5.0
5.0 ug/mL,26.099999999999998,16245.9,5.0
5.0 ug/mL,26.13,16245.9,5.0
5.0 ug/mL,26.16,16245.9,5.0
5.0 ug/mL,26.189999999999998,16245.9,5.0
5.0 ug/mL,26.22,16245.9,5.0
5.0 ug/mL,26.25,16245.9,5.0
5.0 ug/mL,26.279999999999998,16245.9,5.0
5.0 ug/mL,26.31,16245.9,5.0
5.0 ug/mL,26.34,16245.9,5.0
5.0 ug/mL,26.369999999999997,16245.9,5.0
5.0 ug/mL,26.4,16245.9,5.0
5.0 ug/mL,26.43,16245.9,5.0
5.0 ug/mL,26.459999999999997,16245.9,5.0
5.0 ug/mL,26.49,16245.9,5.0
5.0 ug/mL,26.52,16245.9,5.0
5.0 ug/mL,26.55,16245.9,5.0
5.0 ug/mL,26.58,16245.9,5.0
5.0 ug/mL,26.61,16245.9,5.0
5.0 ug/mL,26.64,16245.9,5.0
5.0 ug/mL,26.669999999999998,16245.9,5.0
5.0 ug/mL,26.7,16245.9,5.0
5.0 ug/mL,26.73,16245.9,5.0
5.0 ug/mL,26.759999999999998,16245.9,5.0
5.0 ug/mL,26.79,16245.9,5.0
5.0 ug/mL,26.82,16245.9,5.0
5.0 ug/mL,26.849999999999998,16245.9,5.0
5.0 ug/mL,26.88,16245.9,5.0
5.0 ug/mL,26.91,16245.9,5.0
5.0 ug/mL,26.939999999999998,16245.9,5.0
5.0 ug/mL,26.97,16245.9,5.0
5.0 ug/mL,27.0,16245.9,5.0
5.0 ug/mL,27.029999999999998,16245.9,5.0
5.0 ug/mL,27.06,16245.9,5.0
5.0 ug/mL,27.09,16245.9,5.0
5.0 ug/mL,27.119999999999997,16245.9,5.0
5.0 ug/mL,27.15,16245.9,5.0
5.0 ug/mL,27.18,16245.9,5.0
5.0 ug/mL,27.209999999999997,16245.9,5.0
5.0 ug/mL,27.24,16245.9,5.0
5.0 ug/mL,27.27,16245.9,5.0
5.0 ug/mL,27.3,16245.9,5.0
5.0 ug/mL,27.33,16245.9,5.0
5.0 ug/mL,27.36,16245.9,5.0
5.0 ug/mL,27.39,16245.9,5.0
5.0 ug/mL,27.419999999999998,16245.9,5.0
5.0 ug/mL,27.45,16245.9,5.0
5.0 ug/mL,27.48,16245.9,5.0
5.0 ug/mL,27.509999999999998,16245.9,5.0
5.0 ug/mL,27.54,16245.9,5.0
5.0 ug/mL,27.57,16245.9,5.0
5.0 ug/mL,27.599999999999998,16245.9,5.0
5.0 ug/mL,27.63,16245.9,5.0
5.0 ug/mL,27.66,16245.9,5.0
5.0 ug/mL,27.689999999999998,16245.9,5.0
5.0 ug/mL,27.72,16245.9,5.0
5.0 ug/mL,27.75,16245.9,5.0
5.0 ug/mL,27.779999999999998,16245.9,5.0
5.0 ug/mL,27.81,16245.9,5.0
5.0 ug/mL,27.84,16245.9,5.0
5.0 ug/mL,27.869999999999997,16245.9,5.0
5.0 ug/mL,27.9,16245.9,5.0
5.0 ug/mL,27.93,16245.9,5.0
5.0 ug/mL,27.959999999999997,16245.9,5.0
5.0 ug/mL,27.99,16245.9,5.0
5.0 ug/mL,28.02,16245.9,5.0
5.0 ug/mL,28.05,16245.9,5.0
5.0 ug/mL,28.08,16245.9,5.0
5.0 ug/mL,28.11,16245.9,5.0
5.0 ug/mL,28.14,16245.9,5.0
5.0 ug/mL,28.169999999999998,16245.9,5.0
5.0 ug/mL,28.2,16245.9,5.0
5.0 ug/mL,28.23,16245.9,5.0
5.0 ug/mL,28.259999999999998,16245.9,5.0
5.0 ug/mL,28.29,16245.9,5.0
5.0 ug/mL,28.32,16245.9,5.0
5.0 ug/mL,28.349999999999998,16245.9,5.0
5.0 ug/mL,28.38,16245.9,5.0
5.0 ug/mL,28.41,16245.9,5.0
5.0 ug/mL,28.439999999999998,16245.9,5.0
5.0 ug/mL,28.47,16245.9,5.0
5.0 ug/mL,28.5,16245.9,5.0
5.0 ug/mL,28.529999999999998,16245.9,5.0
5.0 ug/mL,28.56,16245.9,5.0
5.0 ug/mL,28.59,16245.9,5.0
5.0 ug/mL,28.619999999999997,16245.9,5.0
5.0 ug/mL,28.65,16245.9,5.0
5.0 ug/mL,28.68,16245.9,5.0
5.0 ug/mL,28.709999999999997,16245.9,5.0
5.0 ug/mL,28.74,16245.9,5.0
5.0 ug/mL,28.77,16245.9,5.0
5.0 ug/mL,28.799999999999997,16245.9,5.0
5.0 ug/mL,28.83,16245.9,5.0
5.0 ug/mL,28.86,16245.9,5.0
5.0 ug/mL,28.89,16245.9,5.0
5.0 ug/mL,28.919999999999998,16245.9,5.0
5.0 ug/mL,28.95,16245.9,5.0
5.0 ug/mL,28.98,16245.9,5.0
5.0 ug/mL,29.009999999999998,16245.9,5.0
5.0 ug/mL,29.04,16245.9,5.0
5.0 ug/mL,29.07,16245.9,5.0
5.0 ug/mL,29.099999999999998,16245.9,5.0
5.0 ug/mL,29.13,16245.9,5.0
5.0 ug/mL,29.16,16245.9,5.0
5.0 ug/mL,29.189999999999998,16245.9,5.0
5.0 ug/mL,29.22,16245.9,5.0
5.0 ug/mL,29.25,16245.9,5.0
5.0 ug/mL,29.279999999999998,16245.9,5.0
5.0 ug/mL,29.31,16245.9,5.0
5.0 ug/mL,29.34,16245.9,5.0
5.0 ug/mL,29.369999999999997,16245.9,5.0
5.0 ug/mL,29.4,16245.9,5.0
5.0 ug/mL,29.43,16245.9,5.0
5.0 ug/mL,29.459999999999997,16245.9,5.0
5.0 ug/mL,29.49,16245.9,5.0
5.0 ug/mL,29.52,16245.9,5.0
5.0 ug/mL,29.549999999999997,16245.9,5.0
5.0 ug/mL,29.58,16245.9,5.0
5.0 ug/mL,29.61,16245.9,5.0
5.0 ug/mL,29.64,16245.9,5.0
5.0 ug/mL,29.669999999999998,16245.9,5.0
5.0 ug/mL,29.7,16245.9,5.0
5.0 ug/mL,29.73,16245.9,5.0
5.0 ug/mL,29.759999999999998,16245.9,5.0
5.0 ug/mL,29.79,16245.9,5.0
5.0 ug/mL,29.82,16245.9,5.0
5.0 ug/mL,29.849999999999998,16245.9,5.0
5.0 ug/mL,29.88,16245.9,5.0
5.0 ug/mL,29.91,16245.9,5.0
5.0 ug/mL,29.939999999999998,16245.9,5.0
5.0 ug/mL,29.97,16245.9,5.0
5.0 ug/mL,30.0,16245.9,5.0
