Concentration,Time_min,RFU_Interpolated,Concentration [ug/mL]
0.3125 ug/mL,0.0,2746.9323809523794,0.3125
0.3125 ug/mL,0.03,2784.8692452380938,0.3125
0.3125 ug/mL,0.06,2822.806109523808,0.3125
0.3125 ug/mL,0.09,2860.7429738095225,0.3125
0.3125 ug/mL,0.12,2898.6798380952364,0.3125
0.3125 ug/mL,0.15,2936.6167023809508,0.3125
0.3125 ug/mL,0.18,2974.553566666665,0.3125
0.3125 ug/mL,0.21,3012.4904309523795,0.3125
0.3125 ug/mL,0.24,3050.427295238094,0.3125
0.3125 ug/mL,0.27,3088.364159523808,0.3125
0.3125 ug/mL,0.3,3126.3010238095226,0.3125
0.3125 ug/mL,0.32999999999999996,3164.2378880952365,0.3125
0.3125 ug/mL,0.36,3202.174752380951,0.3125
0.3125 ug/mL,0.39,3240.111616666665,0.3125
0.3125 ug/mL,0.42,3278.0484809523796,0.3125
0.3125 ug/mL,0.44999999999999996,3315.985345238094,0.3125
0.3125 ug/mL,0.48,3353.9222095238083,0.3125
0.3125 ug/mL,0.51,3391.8590738095227,0.3125
0.3125 ug/mL,0.54,3429.795938095237,0.3125
0.3125 ug/mL,0.57,3467.7328023809514,0.3125
0.3125 ug/mL,0.6,3505.6696666666653,0.3125
0.3125 ug/mL,0.63,3543.6065309523797,0.3125
0.3125 ug/mL,0.6599999999999999,3581.543395238094,0.3125
0.3125 ug/mL,0.69,3619.4802595238084,0.3125
0.3125 ug/mL,0.72,3657.4171238095228,0.3125
0.3125 ug/mL,0.75,3695.353988095237,0.3125
0.3125 ug/mL,0.78,3733.2908523809515,0.3125
0.3125 ug/mL,0.8099999999999999,3771.2277166666654,0.3125
0.3125 ug/mL,0.84,3809.1645809523798,0.3125
0.3125 ug/mL,0.87,3847.101445238094,0.3125
0.3125 ug/mL,0.8999999999999999,3885.0383095238085,0.3125
0.3125 ug/mL,0.9299999999999999,3922.975173809523,0.3125
0.3125 ug/mL,0.96,3960.912038095237,0.3125
0.3125 ug/mL,0.99,3998.8489023809516,0.3125
0.3125 ug/mL,1.02,4036.785766666666,0.3125
0.3125 ug/mL,1.05,4074.7226309523803,0.3125
0.3125 ug/mL,1.08,4112.659495238095,0.3125
0.3125 ug/mL,1.1099999999999999,4150.596359523808,0.3125
0.3125 ug/mL,1.14,4188.533223809523,0.3125
0.3125 ug/mL,1.17,4226.470088095237,0.3125
0.3125 ug/mL,1.2,4264.406952380951,0.3125
0.3125 ug/mL,1.23,4302.343816666666,0.3125
0.3125 ug/mL,1.26,4340.28068095238,0.3125
0.3125 ug/mL,1.29,4378.217545238094,0.3125
0.3125 ug/mL,1.3199999999999998,4416.154409523809,0.3125
0.3125 ug/mL,1.3499999999999999,4454.091273809523,0.3125
0.3125 ug/mL,1.38,4492.028138095237,0.3125
0.3125 ug/mL,1.41,4529.965002380952,0.3125
0.3125 ug/mL,1.44,4567.901866666666,0.3125
0.3125 ug/mL,1.47,4605.8387309523805,0.3125
0.3125 ug/mL,1.5,4643.775595238095,0.3125
0.3125 ug/mL,1.53,4681.712459523809,0.3125
0.3125 ug/mL,1.56,4719.649323809524,0.3125
0.3125 ug/mL,1.5899999999999999,4757.586188095237,0.3125
0.3125 ug/mL,1.6199999999999999,4795.523052380951,0.3125
0.3125 ug/mL,1.65,4833.459916666667,0.3125
0.3125 ug/mL,1.68,4871.39678095238,0.3125
0.3125 ug/mL,1.71,4909.3336452380945,0.3125
0.3125 ug/mL,1.74,4947.270509523809,0.3125
0.3125 ug/mL,1.77,4985.207373809523,0.3125
0.3125 ug/mL,1.7999999999999998,5023.144238095238,0.3125
0.3125 ug/mL,1.8299999999999998,5061.081102380952,0.3125
0.3125 ug/mL,1.8599999999999999,5099.017966666666,0.3125
0.3125 ug/mL,1.89,5136.954830952381,0.3125
0.3125 ug/mL,1.92,5174.891695238095,0.3125
0.3125 ug/mL,1.95,5212.8285595238085,0.3125
0.3125 ug/mL,1.98,5250.765423809524,0.3125
0.3125 ug/mL,2.01,5288.702288095237,0.3125
0.3125 ug/mL,2.04,5326.6391523809525,0.3125
0.3125 ug/mL,2.07,5364.576016666666,0.3125
0.3125 ug/mL,2.1,5402.512880952381,0.3125
0.3125 ug/mL,2.13,5440.449745238095,0.3125
0.3125 ug/mL,2.16,5478.38660952381,0.3125
0.3125 ug/mL,2.19,5516.323473809523,0.3125
0.3125 ug/mL,2.2199999999999998,5554.260338095238,0.3125
0.3125 ug/mL,2.25,5592.197202380952,0.3125
0.3125 ug/mL,2.28,5630.1340666666665,0.3125
0.3125 ug/mL,2.31,5668.070930952381,0.3125
0.3125 ug/mL,2.34,5706.007795238094,0.3125
0.3125 ug/mL,2.37,5743.94465952381,0.3125
0.3125 ug/mL,2.4,5781.881523809523,0.3125
0.3125 ug/mL,2.4299999999999997,5819.818388095238,0.3125
0.3125 ug/mL,2.46,5857.755252380952,0.3125
0.3125 ug/mL,2.4899999999999998,5895.692116666667,0.3125
0.3125 ug/mL,2.52,5933.6289809523805,0.3125
0.3125 ug/mL,2.55,5971.565845238095,0.3125
0.3125 ug/mL,2.58,6009.502709523809,0.3125
0.3125 ug/mL,2.61,6047.439573809524,0.3125
0.3125 ug/mL,2.6399999999999997,6085.376438095238,0.3125
0.3125 ug/mL,2.67,6123.313302380952,0.3125
0.3125 ug/mL,2.6999999999999997,6161.250166666667,0.3125
0.3125 ug/mL,2.73,6199.187030952381,0.3125
0.3125 ug/mL,2.76,6237.123895238095,0.3125
0.3125 ug/mL,2.79,6275.06075952381,0.3125
0.3125 ug/mL,2.82,6312.997623809524,0.3125
0.3125 ug/mL,2.85,6350.9344880952385,0.3125
0.3125 ug/mL,2.88,6388.871352380953,0.3125
0.3125 ug/mL,2.9099999999999997,6426.808216666666,0.3125
0.3125 ug/mL,2.94,6464.745080952382,0.3125
0.3125 ug/mL,2.9699999999999998,6502.681945238095,0.3125
0.3125 ug/mL,3.0,6540.61880952381,0.3125
0.3125 ug/mL,3.03,6578.555673809524,0.3125
0.3125 ug/mL,3.06,6616.492538095239,0.3125
0.3125 ug/mL,3.09,6654.4294023809525,0.3125
0.3125 ug/mL,3.12,6692.366266666668,0.3125
0.3125 ug/mL,3.15,6730.303130952381,0.3125
0.3125 ug/mL,3.1799999999999997,6768.239995238095,0.3125
0.3125 ug/mL,3.21,6806.17685952381,0.3125
0.3125 ug/mL,3.2399999999999998,6844.113723809524,0.3125
0.3125 ug/mL,3.27,6882.050588095239,0.3125
0.3125 ug/mL,3.3,6919.987452380953,0.3125
0.3125 ug/mL,3.33,6957.924316666667,0.3125
0.3125 ug/mL,3.36,6995.861180952382,0.3125
0.3125 ug/mL,3.3899999999999997,7033.798045238095,0.3125
0.3125 ug/mL,3.42,7071.73490952381,0.3125
0.3125 ug/mL,3.4499999999999997,7109.671773809524,0.3125
0.3125 ug/mL,3.48,7147.608638095238,0.3125
0.3125 ug/mL,3.51,7185.545502380953,0.3125
0.3125 ug/mL,3.54,7223.482366666667,0.3125
0.3125 ug/mL,3.57,7261.419230952381,0.3125
0.3125 ug/mL,3.5999999999999996,7299.356095238096,0.3125
0.3125 ug/mL,3.63,7337.29295952381,0.3125
0.3125 ug/mL,3.6599999999999997,7375.2298238095245,0.3125
0.3125 ug/mL,3.69,7413.166688095239,0.3125
0.3125 ug/mL,3.7199999999999998,7451.103552380953,0.3125
0.3125 ug/mL,3.75,7489.040416666668,0.3125
0.3125 ug/mL,3.78,7526.977280952382,0.3125
0.3125 ug/mL,3.81,7564.914145238096,0.3125
0.3125 ug/mL,3.84,7602.85100952381,0.3125
0.3125 ug/mL,3.8699999999999997,7640.787873809524,0.3125
0.3125 ug/mL,3.9,7678.7247380952385,0.3125
0.3125 ug/mL,3.9299999999999997,7716.661602380953,0.3125
0.3125 ug/mL,3.96,7754.598466666667,0.3125
0.3125 ug/mL,3.9899999999999998,7792.535330952382,0.3125
0.3125 ug/mL,4.02,7830.472195238096,0.3125
0.3125 ug/mL,4.05,7868.40905952381,0.3125
0.3125 ug/mL,4.08,7906.345923809525,0.3125
0.3125 ug/mL,4.109999999999999,7944.282788095238,0.3125
0.3125 ug/mL,4.14,7982.219652380953,0.3125
0.3125 ug/mL,4.17,8020.156516666668,0.3125
0.3125 ug/mL,4.2,8058.093380952382,0.3125
0.3125 ug/mL,4.2299999999999995,8096.030245238096,0.3125
0.3125 ug/mL,4.26,8133.96710952381,0.3125
0.3125 ug/mL,4.29,8171.903973809525,0.3125
0.3125 ug/mL,4.32,8209.840838095239,0.3125
0.3125 ug/mL,4.35,8247.777702380954,0.3125
0.3125 ug/mL,4.38,8285.714566666667,0.3125
0.3125 ug/mL,4.41,8323.651430952383,0.3125
0.3125 ug/mL,4.4399999999999995,8361.588295238096,0.3125
0.3125 ug/mL,4.47,8399.525159523811,0.3125
0.3125 ug/mL,4.5,8437.462023809525,0.3125
0.3125 ug/mL,4.53,8475.39888809524,0.3125
0.3125 ug/mL,4.56,8513.335752380954,0.3125
0.3125 ug/mL,4.59,8551.272616666669,0.3125
0.3125 ug/mL,4.62,8589.209480952382,0.3125
0.3125 ug/mL,4.6499999999999995,8627.146345238096,0.3125
0.3125 ug/mL,4.68,8665.083209523811,0.3125
0.3125 ug/mL,4.71,8703.020073809526,0.3125
0.3125 ug/mL,4.74,8740.95693809524,0.3125
0.3125 ug/mL,4.77,8778.893802380953,0.3125
0.3125 ug/mL,4.8,8816.830666666669,0.3125
0.3125 ug/mL,4.83,8854.767530952384,0.3125
0.3125 ug/mL,4.859999999999999,8892.704395238095,0.3125
0.3125 ug/mL,4.89,8930.64125952381,0.3125
0.3125 ug/mL,4.92,8968.578123809526,0.3125
0.3125 ug/mL,4.95,9006.514988095241,0.3125
0.3125 ug/mL,4.9799999999999995,9044.451852380953,0.3125
0.3125 ug/mL,5.01,9082.388716666668,0.3125
0.3125 ug/mL,5.04,9120.325580952383,0.3125
0.3125 ug/mL,5.069999999999999,9158.262445238095,0.3125
0.3125 ug/mL,5.1,9196.19930952381,0.3125
0.3125 ug/mL,5.13,9234.136173809526,0.3125
0.3125 ug/mL,5.16,9272.073038095241,0.3125
0.3125 ug/mL,5.1899999999999995,9310.009902380953,0.3125
0.3125 ug/mL,5.22,9333.98,0.3125
0.3125 ug/mL,5.25,9333.98,0.3125
0.3125 ug/mL,5.279999999999999,9333.98,0.3125
0.3125 ug/mL,5.31,9333.98,0.3125
0.3125 ug/mL,5.34,9333.98,0.3125
0.3125 ug/mL,5.37,9333.98,0.3125
0.3125 ug/mL,5.3999999999999995,9333.98,0.3125
0.3125 ug/mL,5.43,9333.98,0.3125
0.3125 ug/mL,5.46,9333.98,0.3125
0.3125 ug/mL,5.49,9333.98,0.3125
0.3125 ug/mL,5.52,9333.98,0.3125
0.3125 ug/mL,5.55,9333.98,0.3125
0.3125 ug/mL,5.58,9333.98,0.3125
0.3125 ug/mL,5.609999999999999,9333.98,0.3125
0.3125 ug/mL,5.64,9333.98,0.3125
0.3125 ug/mL,5.67,9333.98,0.3125
0.3125 ug/mL,5.7,9333.98,0.3125
0.3125 ug/mL,5.7299999999999995,9333.98,0.3125
0.3125 ug/mL,5.76,9333.98,0.3125
0.3125 ug/mL,5.79,9333.98,0.3125
0.3125 ug/mL,5.819999999999999,9333.98,0.3125
0.3125 ug/mL,5.85,9333.98,0.3125
0.3125 ug/mL,5.88,9333.98,0.3125
0.3125 ug/mL,5.91,9333.98,0.3125
0.3125 ug/mL,5.9399999999999995,9333.98,0.3125
0.3125 ug/mL,5.97,9333.98,0.3125
0.3125 ug/mL,6.0,9333.98,0.3125
0.3125 ug/mL,6.029999999999999,9333.98,0.3125
0.3125 ug/mL,6.06,9333.98,0.3125
0.3125 ug/mL,6.09,9333.98,0.3125
0.3125 ug/mL,6.12,9333.98,0.3125
0.3125 ug/mL,6.1499999999999995,9333.98,0.3125
0.3125 ug/mL,6.18,9333.98,0.3125
0.3125 ug/mL,6.21,9333.98,0.3125
0.3125 ug/mL,6.24,9333.98,0.3125
0.3125 ug/mL,6.27,9333.98,0.3125
0.3125 ug/mL,6.3,9333.98,0.3125
0.3125 ug/mL,6.33,9333.98,0.3125
0.3125 ug/mL,6.359999999999999,9333.98,0.3125
0.3125 ug/mL,6.39,9333.98,0.3125
0.3125 ug/mL,6.42,9333.98,0.3125
0.3125 ug/mL,6.45,9333.98,0.3125
0.3125 ug/mL,6.4799999999999995,9333.98,0.3125
0.3125 ug/mL,6.51,9333.98,0.3125
0.3125 ug/mL,6.54,9333.98,0.3125
0.3125 ug/mL,6.569999999999999,9333.98,0.3125
0.3125 ug/mL,6.6,9333.98,0.3125
0.3125 ug/mL,6.63,9333.98,0.3125
0.3125 ug/mL,6.66,9333.98,0.3125
0.3125 ug/mL,6.6899999999999995,9333.98,0.3125
0.3125 ug/mL,6.72,9333.98,0.3125
0.3125 ug/mL,6.75,9333.98,0.3125
0.3125 ug/mL,6.779999999999999,9333.98,0.3125
0.3125 ug/mL,6.81,9333.98,0.3125
0.3125 ug/mL,6.84,9333.98,0.3125
0.3125 ug/mL,6.87,9333.98,0.3125
0.3125 ug/mL,6.8999999999999995,9333.98,0.3125
0.3125 ug/mL,6.93,9333.98,0.3125
0.3125 ug/mL,6.96,9333.98,0.3125
0.3125 ug/mL,6.989999999999999,9333.98,0.3125
0.3125 ug/mL,7.02,9333.98,0.3125
0.3125 ug/mL,7.05,9333.98,0.3125
0.3125 ug/mL,7.08,9333.98,0.3125
0.3125 ug/mL,7.109999999999999,9333.98,0.3125
0.3125 ug/mL,7.14,9333.98,0.3125
0.3125 ug/mL,7.17,9333.98,0.3125
0.3125 ug/mL,7.199999999999999,9333.98,0.3125
0.3125 ug/mL,7.2299999999999995,9333.98,0.3125
0.3125 ug/mL,7.26,9333.98,0.3125
0.3125 ug/mL,7.29,9333.98,0.3125
0.3125 ug/mL,7.319999999999999,9333.98,0.3125
0.3125 ug/mL,7.35,9333.98,0.3125
0.3125 ug/mL,7.38,9333.98,0.3125
0.3125 ug/mL,7.41,9333.98,0.3125
0.3125 ug/mL,7.4399999999999995,9333.98,0.3125
0.3125 ug/mL,7.47,9333.98,0.3125
0.3125 ug/mL,7.5,9333.98,0.3125
0.3125 ug/mL,7.529999999999999,9333.98,0.3125
0.3125 ug/mL,7.56,9333.98,0.3125
0.3125 ug/mL,7.59,9333.98,0.3125
0.3125 ug/mL,7.62,9333.98,0.3125
0.3125 ug/mL,7.6499999999999995,9333.98,0.3125
0.3125 ug/mL,7.68,9333.98,0.3125
0.3125 ug/mL,7.71,9333.98,0.3125
0.3125 ug/mL,7.739999999999999,9333.98,0.3125
0.3125 ug/mL,7.77,9333.98,0.3125
0.3125 ug/mL,7.8,9333.98,0.3125
0.3125 ug/mL,7.83,9333.98,0.3125
0.3125 ug/mL,7.859999999999999,9333.98,0.3125
0.3125 ug/mL,7.89,9333.98,0.3125
0.3125 ug/mL,7.92,9333.98,0.3125
0.3125 ug/mL,7.949999999999999,9333.98,0.3125
0.3125 ug/mL,7.9799999999999995,9333.98,0.3125
0.3125 ug/mL,8.01,9333.98,0.3125
0.3125 ug/mL,8.04,9333.98,0.3125
0.3125 ug/mL,8.07,9333.98,0.3125
0.3125 ug/mL,8.1,9333.98,0.3125
0.3125 ug/mL,8.129999999999999,9333.98,0.3125
0.3125 ug/mL,8.16,9333.98,0.3125
0.3125 ug/mL,8.19,9333.98,0.3125
0.3125 ug/mL,8.219999999999999,9333.98,0.3125
0.3125 ug/mL,8.25,9333.98,0.3125
0.3125 ug/mL,8.28,9333.98,0.3125
0.3125 ug/mL,8.31,9333.98,0.3125
0.3125 ug/mL,8.34,9333.98,0.3125
0.3125 ug/mL,8.37,9333.98,0.3125
0.3125 ug/mL,8.4,9333.98,0.3125
0.3125 ug/mL,8.43,9333.98,0.3125
0.3125 ug/mL,8.459999999999999,9333.98,0.3125
0.3125 ug/mL,8.49,9333.98,0.3125
0.3125 ug/mL,8.52,9333.98,0.3125
0.3125 ug/mL,8.549999999999999,9333.98,0.3125
0.3125 ug/mL,8.58,9333.98,0.3125
0.3125 ug/mL,8.61,9333.98,0.3125
0.3125 ug/mL,8.64,9333.98,0.3125
0.3125 ug/mL,8.67,9333.98,0.3125
0.3125 ug/mL,8.7,9333.98,0.3125
0.3125 ug/mL,8.73,9333.98,0.3125
0.3125 ug/mL,8.76,9333.98,0.3125
0.3125 ug/mL,8.79,9333.98,0.3125
0.3125 ug/mL,8.82,9333.98,0.3125
0.3125 ug/mL,8.85,9333.98,0.3125
0.3125 ug/mL,8.879999999999999,9333.98,0.3125
0.3125 ug/mL,8.91,9333.98,0.3125
0.3125 ug/mL,8.94,9333.98,0.3125
0.3125 ug/mL,8.969999999999999,9333.98,0.3125
0.3125 ug/mL,9.0,9333.98,0.3125
0.3125 ug/mL,9.03,9333.98,0.3125
0.3125 ug/mL,9.06,9333.98,0.3125
0.3125 ug/mL,9.09,9333.98,0.3125
0.3125 ug/mL,9.12,9333.98,0.3125
0.3125 ug/mL,9.15,9333.98,0.3125
0.3125 ug/mL,9.18,9333.98,0.3125
0.3125 ug/mL,9.209999999999999,9333.98,0.3125
0.3125 ug/mL,9.24,9333.98,0.3125
0.3125 ug/mL,9.27,9333.98,0.3125
0.3125 ug/mL,9.299999999999999,9333.98,0.3125
0.3125 ug/mL,9.33,9333.98,0.3125
0.3125 ug/mL,9.36,9333.98,0.3125
0.3125 ug/mL,9.389999999999999,9333.98,0.3125
0.3125 ug/mL,9.42,9333.98,0.3125
0.3125 ug/mL,9.45,9333.98,0.3125
0.3125 ug/mL,9.48,9333.98,0.3125
0.3125 ug/mL,9.51,9333.98,0.3125
0.3125 ug/mL,9.54,9333.98,0.3125
0.3125 ug/mL,9.57,9333.98,0.3125
0.3125 ug/mL,9.6,9333.98,0.3125
0.3125 ug/mL,9.629999999999999,9333.98,0.3125
0.3125 ug/mL,9.66,9333.98,0.3125
0.3125 ug/mL,9.69,9333.98,0.3125
0.3125 ug/mL,9.719999999999999,9333.98,0.3125
0.3125 ug/mL,9.75,9333.98,0.3125
0.3125 ug/mL,9.78,9333.98,0.3125
0.3125 ug/mL,9.81,9333.98,0.3125
0.3125 ug/mL,9.84,9333.98,0.3125
0.3125 ug/mL,9.87,9333.98,0.3125
0.3125 ug/mL,9.9,9333.98,0.3125
0.3125 ug/mL,9.93,9333.98,0.3125
0.3125 ug/mL,9.959999999999999,9333.98,0.3125
0.3125 ug/mL,9.99,9333.98,0.3125
0.3125 ug/mL,10.02,9333.98,0.3125
0.3125 ug/mL,10.049999999999999,9333.98,0.3125
0.3125 ug/mL,10.08,9333.98,0.3125
0.3125 ug/mL,10.11,9333.98,0.3125
0.3125 ug/mL,10.139999999999999,9333.98,0.3125
0.3125 ug/mL,10.17,9333.98,0.3125
0.3125 ug/mL,10.2,9333.98,0.3125
0.3125 ug/mL,10.23,9333.98,0.3125
0.3125 ug/mL,10.26,9333.98,0.3125
0.3125 ug/mL,10.29,9333.98,0.3125
0.3125 ug/mL,10.32,9333.98,0.3125
0.3125 ug/mL,10.35,9333.98,0.3125
0.3125 ug/mL,10.379999999999999,9333.98,0.3125
0.3125 ug/mL,10.41,9333.98,0.3125
0.3125 ug/mL,10.44,9333.98,0.3125
0.3125 ug/mL,10.469999999999999,9333.98,0.3125
0.3125 ug/mL,10.5,9333.98,0.3125
0.3125 ug/mL,10.53,9333.98,0.3125
0.3125 ug/mL,10.559999999999999,9333.98,0.3125
0.3125 ug/mL,10.59,9333.98,0.3125
0.3125 ug/mL,10.62,9333.98,0.3125
0.3125 ug/mL,10.65,9333.98,0.3125
0.3125 ug/mL,10.68,9333.98,0.3125
0.3125 ug/mL,10.709999999999999,9333.98,0.3125
0.3125 ug/mL,10.74,9333.98,0.3125
0.3125 ug/mL,10.77,9333.98,0.3125
0.3125 ug/mL,10.799999999999999,9333.98,0.3125
0.3125 ug/mL,10.83,9333.98,0.3125
0.3125 ug/mL,10.86,9333.98,0.3125
0.3125 ug/mL,10.889999999999999,9333.98,0.3125
0.3125 ug/mL,10.92,9333.98,0.3125
0.3125 ug/mL,10.95,9333.98,0.3125
0.3125 ug/mL,10.98,9333.98,0.3125
0.3125 ug/mL,11.01,9333.98,0.3125
0.3125 ug/mL,11.04,9333.98,0.3125
0.3125 ug/mL,11.07,9333.98,0.3125
0.3125 ug/mL,11.1,9333.98,0.3125
0.3125 ug/mL,11.129999999999999,9333.98,0.3125
0.3125 ug/mL,11.16,9333.98,0.3125
0.3125 ug/mL,11.19,9333.98,0.3125
0.3125 ug/mL,11.219999999999999,9333.98,0.3125
0.3125 ug/mL,11.25,9333.98,0.3125
0.3125 ug/mL,11.28,9333.98,0.3125
0.3125 ug/mL,11.309999999999999,9333.98,0.3125
0.3125 ug/mL,11.34,9333.98,0.3125
0.3125 ug/mL,11.37,9333.98,0.3125
0.3125 ug/mL,11.4,9333.98,0.3125
0.3125 ug/mL,11.43,9333.98,0.3125
0.3125 ug/mL,11.459999999999999,9333.98,0.3125
0.3125 ug/mL,11.49,9333.98,0.3125
0.3125 ug/mL,11.52,9333.98,0.3125
0.3125 ug/mL,11.549999999999999,9333.98,0.3125
0.3125 ug/mL,11.58,9333.98,0.3125
0.3125 ug/mL,11.61,9333.98,0.3125
0.3125 ug/mL,11.639999999999999,9333.98,0.3125
0.3125 ug/mL,11.67,9333.98,0.3125
0.3125 ug/mL,11.7,9333.98,0.3125
0.3125 ug/mL,11.73,9333.98,0.3125
0.3125 ug/mL,11.76,9333.98,0.3125
0.3125 ug/mL,11.79,9333.98,0.3125
0.3125 ug/mL,11.82,9333.98,0.3125
0.3125 ug/mL,11.85,9333.98,0.3125
0.3125 ug/mL,11.879999999999999,9333.98,0.3125
0.3125 ug/mL,11.91,9333.98,0.3125
0.3125 ug/mL,11.94,9333.98,0.3125
0.3125 ug/mL,11.969999999999999,9333.98,0.3125
0.3125 ug/mL,12.0,9333.98,0.3125
0.3125 ug/mL,12.03,9333.98,0.3125
0.3125 ug/mL,12.059999999999999,9333.98,0.3125
0.3125 ug/mL,12.09,9333.98,0.3125
0.3125 ug/mL,12.12,9333.98,0.3125
0.3125 ug/mL,12.15,9333.98,0.3125
0.3125 ug/mL,12.18,9333.98,0.3125
0.3125 ug/mL,12.209999999999999,9333.98,0.3125
0.3125 ug/mL,12.24,9333.98,0.3125
0.3125 ug/mL,12.27,9333.98,0.3125
0.3125 ug/mL,12.299999999999999,9333.98,0.3125
0.3125 ug/mL,12.33,9333.98,0.3125
0.3125 ug/mL,12.36,9333.98,0.3125
0.3125 ug/mL,12.389999999999999,9333.98,0.3125
0.3125 ug/mL,12.42,9333.98,0.3125
0.3125 ug/mL,12.45,9333.98,0.3125
0.3125 ug/mL,12.48,9333.98,0.3125
0.3125 ug/mL,12.51,9333.98,0.3125
0.3125 ug/mL,12.54,9333.98,0.3125
0.3125 ug/mL,12.57,9333.98,0.3125
0.3125 ug/mL,12.6,9333.98,0.3125
0.3125 ug/mL,12.629999999999999,9333.98,0.3125
0.3125 ug/mL,12.66,9333.98,0.3125
0.3125 ug/mL,12.69,9333.98,0.3125
0.3125 ug/mL,12.719999999999999,9333.98,0.3125
0.3125 ug/mL,12.75,9333.98,0.3125
0.3125 ug/mL,12.78,9333.98,0.3125
0.3125 ug/mL,12.809999999999999,9333.98,0.3125
0.3125 ug/mL,12.84,9333.98,0.3125
0.3125 ug/mL,12.87,9333.98,0.3125
0.3125 ug/mL,12.9,9333.98,0.3125
0.3125 ug/mL,12.93,9333.98,0.3125
0.3125 ug/mL,12.959999999999999,9333.98,0.3125
0.3125 ug/mL,12.99,9333.98,0.3125
0.3125 ug/mL,13.02,9333.98,0.3125
0.3125 ug/mL,13.049999999999999,9333.98,0.3125
0.3125 ug/mL,13.08,9333.98,0.3125
0.3125 ug/mL,13.11,9333.98,0.3125
0.3125 ug/mL,13.139999999999999,9333.98,0.3125
0.3125 ug/mL,13.17,9333.98,0.3125
0.3125 ug/mL,13.2,9333.98,0.3125
0.3125 ug/mL,13.229999999999999,9333.98,0.3125
0.3125 ug/mL,13.26,9333.98,0.3125
0.3125 ug/mL,13.29,9333.98,0.3125
0.3125 ug/mL,13.32,9333.98,0.3125
0.3125 ug/mL,13.35,9333.98,0.3125
0.3125 ug/mL,13.379999999999999,9333.98,0.3125
0.3125 ug/mL,13.41,9333.98,0.3125
0.3125 ug/mL,13.44,9333.98,0.3125
0.3125 ug/mL,13.469999999999999,9333.98,0.3125
0.3125 ug/mL,13.5,9333.98,0.3125
0.3125 ug/mL,13.53,9333.98,0.3125
0.3125 ug/mL,13.559999999999999,9333.98,0.3125
0.3125 ug/mL,13.59,9333.98,0.3125
0.3125 ug/mL,13.62,9333.98,0.3125
0.3125 ug/mL,13.65,9333.98,0.3125
0.3125 ug/mL,13.68,9333.98,0.3125
0.3125 ug/mL,13.709999999999999,9333.98,0.3125
0.3125 ug/mL,13.74,9333.98,0.3125
0.3125 ug/mL,13.77,9333.98,0.3125
0.3125 ug/mL,13.799999999999999,9333.98,0.3125
0.3125 ug/mL,13.83,9333.98,0.3125
0.3125 ug/mL,13.86,9333.98,0.3125
0.3125 ug/mL,13.889999999999999,9333.98,0.3125
0.3125 ug/mL,13.92,9333.98,0.3125
0.3125 ug/mL,13.95,9333.98,0.3125
0.3125 ug/mL,13.979999999999999,9333.98,0.3125
0.3125 ug/mL,14.01,9333.98,0.3125
0.3125 ug/mL,14.04,9333.98,0.3125
0.3125 ug/mL,14.07,9333.98,0.3125
0.3125 ug/mL,14.1,9333.98,0.3125
0.3125 ug/mL,14.129999999999999,9333.98,0.3125
0.3125 ug/mL,14.16,9333.98,0.3125
0.3125 ug/mL,14.19,9333.98,0.3125
0.3125 ug/mL,14.219999999999999,9333.98,0.3125
0.3125 ug/mL,14.25,9333.98,0.3125
0.3125 ug/mL,14.28,9333.98,0.3125
0.3125 ug/mL,14.309999999999999,9333.98,0.3125
0.3125 ug/mL,14.34,9333.98,0.3125
0.3125 ug/mL,14.37,9333.98,0.3125
0.3125 ug/mL,14.399999999999999,9333.98,0.3125
0.3125 ug/mL,14.43,9333.98,0.3125
0.3125 ug/mL,14.459999999999999,9333.98,0.3125
0.3125 ug/mL,14.49,9333.98,0.3125
0.3125 ug/mL,14.52,9333.98,0.3125
0.3125 ug/mL,14.549999999999999,9333.98,0.3125
0.3125 ug/mL,14.58,9333.98,0.3125
0.3125 ug/mL,14.61,9333.98,0.3125
0.3125 ug/mL,14.639999999999999,9333.98,0.3125
0.3125 ug/mL,14.67,9333.98,0.3125
0.3125 ug/mL,14.7,9333.98,0.3125
0.3125 ug/mL,14.729999999999999,9333.98,0.3125
0.3125 ug/mL,14.76,9333.98,0.3125
0.3125 ug/mL,14.79,9333.98,0.3125
0.3125 ug/mL,14.82,9333.98,0.3125
0.3125 ug/mL,14.85,9333.98,0.3125
0.3125 ug/mL,14.879999999999999,9333.98,0.3125
0.3125 ug/mL,14.91,9333.98,0.3125
0.3125 ug/mL,14.94,9333.98,0.3125
0.3125 ug/mL,14.969999999999999,9333.98,0.3125
0.3125 ug/mL,15.0,9333.98,0.3125
0.3125 ug/mL,15.03,9333.98,0.3125
0.3125 ug/mL,15.059999999999999,9333.98,0.3125
0.3125 ug/mL,15.09,9333.98,0.3125
0.3125 ug/mL,15.12,9333.98,0.3125
0.3125 ug/mL,15.149999999999999,9333.98,0.3125
0.3125 ug/mL,15.18,9333.98,0.3125
0.3125 ug/mL,15.209999999999999,9333.98,0.3125
0.3125 ug/mL,15.24,9333.98,0.3125
0.3125 ug/mL,15.27,9333.98,0.3125
0.3125 ug/mL,15.299999999999999,9333.98,0.3125
0.3125 ug/mL,15.33,9333.98,0.3125
0.3125 ug/mL,15.36,9333.98,0.3125
0.3125 ug/mL,15.389999999999999,9333.98,0.3125
